date,close,铁矿：发货量：FMG→中国（周）,铁矿：发货量：力拓→中国（周）,铁矿：发货量：巴西：淡水河谷（周）,铁矿：发货量：BHP→中国（周）,铁矿：出口数量合计：中国（月）,铁矿：出口金额合计：中国（月）,铁矿：进口数量合计：中国（月）,铁矿：进口金额合计：中国（月）,烧结用矿粉：出口数量合计：中国（月）,烧结用矿粉：出口金额合计：中国（月）,烧结用矿粉：进口数量合计：中国（月）,烧结用矿粉：进口金额合计：中国（月）,块矿：出口数量合计：中国（月）,块矿：出口金额合计：中国（月）,块矿：进口数量合计：中国（月）,块矿：进口金额合计：中国（月）,已烧结的铁矿砂及其精矿：出口数量合计：中国（月）,已烧结的铁矿砂及其精矿：出口金额合计：中国（月）,已烧结的铁矿砂及其精矿：进口数量合计：中国（月）,已烧结的铁矿砂及其精矿：进口金额合计：中国（月）,铁精粉：出口数量合计：中国（月）,铁精粉：出口金额合计：中国（月）,铁精粉：进口数量合计：中国（月）,铁精粉：进口金额合计：中国（月）,未烧结的铁矿砂及其精矿：出口数量合计：中国（月）,未烧结的铁矿砂及其精矿：出口金额合计：中国（月）,未烧结的铁矿砂及其精矿：进口数量合计：中国（月）,未烧结的铁矿砂及其精矿：进口金额合计：中国（月）,铁矿：进口数量初值：中国（月）,铁矿：进口金额初值：美元：中国（月）,铁矿：进口数量终值同比：中国（月）,铁矿：进口金额终值同比：美元：中国（月）,铁矿：进口数量终值：中国（月）,126家矿山企业（266座矿山）：铁精粉：产量：中国（周）,铁矿：采剥掘量合计：重点企业（月）,成品铁矿石：产量：重点企业（月）,铁精矿：产量：重点企业（月）,铁矿：产量：重点企业（月）,统计局：中国：工业产品：产量：原矿（月）,铁矿：进口：日均疏港量合计：45个港口（周）,铁矿：现货日均成交量合计：贸易商：中国主要港口（周）,烧结用矿粉：国产：库存：64家钢厂（周）,烧结用矿粉：进口：库存消费比：64家钢厂（周）,铁矿：进口：平均可用天数：64家钢厂（周）,铁矿：进口：库存：45个港口（日）,铁精粉：库存：45个港口（周）,球团：进口：库存：45个港口（周）,块矿：库存：45个港口（周）,粗粉：进口：库存：45个港口（周）,铁矿：澳大利亚产：库存：45个港口（周）,铁矿：巴西产：库存：45个港口（周）,贸易矿：进口：库存：45个港口（周）
2020/3/18,676,357.8,395.7,280.9,404.8,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.12,6525.43,937.08,851.73,2776.67,7517.7,301.114,148.6,64.05,27.09,25,11911.13,679.99,455.88,1906.9,8868.36,6550.68,3075.55,5778.21
2020/3/19,678,357.8,395.7,280.9,404.8,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.12,6525.43,937.08,851.73,2776.67,7517.7,301.114,148.6,64.05,27.09,25,11911.13,679.99,455.88,1906.9,8868.36,6550.68,3075.55,5778.21
2020/3/20,661.5,306.4,531.8,436.5,537,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.46,6525.43,937.08,851.73,2776.67,7517.7,299.33,165,64.05,27.09,25,11844.13,671.56,452.01,1902.35,8818.21,6593.64,2897.62,5734.34
2020/3/23,629,306.4,531.8,436.5,537,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.46,6525.43,937.08,851.73,2776.67,7517.7,299.33,165,64.05,27.09,25,11844.13,671.56,452.01,1902.35,8818.21,6593.64,2897.62,5734.34
2020/3/24,639.5,306.4,531.8,436.5,537,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.46,6525.43,937.08,851.73,2776.67,7517.7,299.33,165,64.05,27.09,25,11844.13,671.56,452.01,1902.35,8818.21,6593.64,2897.62,5734.34
2020/3/25,665,306.4,531.8,436.5,537,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.46,6525.43,937.08,851.73,2776.67,7517.7,299.33,165,64.05,27.09,25,11844.13,671.56,452.01,1902.35,8818.21,6593.64,2897.62,5734.34
2020/3/26,662,306.4,531.8,436.5,537,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.46,6525.43,937.08,851.73,2776.67,7517.7,299.33,165,64.05,27.09,25,11844.13,671.56,452.01,1902.35,8818.21,6593.64,2897.62,5734.34
2020/3/27,659,363.3,442.4,395.3,473.6,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.46,6525.43,937.08,851.73,2776.67,7517.7,310.56,117.87,57.96,27.89,25,11694.89,669.08,449.9,1891.42,8684.49,6528.37,2843.77,5725.55
2020/3/30,645.5,363.3,442.4,395.3,473.6,1215873.366,127080183,87111656.29,8129662569,832890.285,77215076,61082637.96,5402328321,76560,8401520,14363525.53,1475331723,285911.189,39580789,3106741.95,377478930,20511.892,1882798,8558750.847,874523595,929962.177,87499394,84004914.34,7752183639,10130.3,8898.2,5,19.1,8715,38.46,6525.43,937.08,851.73,2776.67,7517.7,310.56,117.87,57.96,27.89,25,11694.89,669.08,449.9,1891.42,8684.49,6528.37,2843.77,5725.55
2020/3/31,650.5,363.3,442.4,395.3,473.6,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,38.46,7972.74,1002.99,978.19,3128.73,7475.7,310.56,117.87,57.96,27.89,25,11694.89,669.08,449.9,1891.42,8684.49,6528.37,2843.77,5725.55
2020/4/1,557.5,363.3,442.4,395.3,473.6,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,38.46,7972.74,1002.99,978.19,3128.73,7475.7,310.56,117.87,57.96,27.89,25,11694.89,669.08,449.9,1891.42,8684.49,6528.37,2843.77,5725.55
2020/4/2,577.5,363.3,442.4,395.3,473.6,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,38.46,7972.74,1002.99,978.19,3128.73,7475.7,310.56,117.87,57.96,27.89,25,11694.89,669.08,449.9,1891.42,8684.49,6528.37,2843.77,5725.55
2020/4/3,568,364.3,548.9,492.3,462.9,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,303.225,146.48,57.96,27.89,25,11536.3,676.21,485.22,1921.04,8453.83,6406.46,2800.52,5672.25
2020/4/7,569.5,364.3,548.9,492.3,462.9,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,303.225,146.48,57.96,27.89,25,11536.3,676.21,485.22,1921.04,8453.83,6406.46,2800.52,5672.25
2020/4/8,584,364.3,548.9,492.3,462.9,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,303.225,146.48,57.96,27.89,25,11536.3,676.21,485.22,1921.04,8453.83,6406.46,2800.52,5672.25
2020/4/9,597.5,364.3,548.9,492.3,462.9,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,303.225,146.48,57.96,27.89,25,11536.3,676.21,485.22,1921.04,8453.83,6406.46,2800.52,5672.25
2020/4/10,599.5,328.8,412.2,412.7,517.8,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,304.11,131.73,64.47,26.27,24,11609.35,682.35,513.82,1953.28,8459.9,6443.1,2824.5,5696.56
2020/4/13,596,328.8,412.2,412.7,517.8,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,304.11,131.73,64.47,26.27,24,11609.35,682.35,513.82,1953.28,8459.9,6443.1,2824.5,5696.56
2020/4/14,606.5,328.8,412.2,412.7,517.8,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,304.11,131.73,64.47,26.27,24,11609.35,682.35,513.82,1953.28,8459.9,6443.1,2824.5,5696.56
2020/4/15,606.5,328.8,412.2,412.7,517.8,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,304.11,131.73,64.47,26.27,24,11609.35,682.35,513.82,1953.28,8459.9,6443.1,2824.5,5696.56
2020/4/16,606,328.8,412.2,412.7,517.8,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,39.54,7972.74,1002.99,978.19,3128.73,7475.7,304.11,131.73,64.47,26.27,24,11609.35,682.35,513.82,1953.28,8459.9,6443.1,2824.5,5696.56
2020/4/17,612,315.4,655.5,519.2,470.5,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,304.143,158,64.47,26.27,24,11635.78,647.34,536.17,2004.88,8447.39,6474.2,2805.76,5613.32
2020/4/20,620,315.4,655.5,519.2,470.5,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,304.143,158,64.47,26.27,24,11635.78,647.34,536.17,2004.88,8447.39,6474.2,2805.76,5613.32
2020/4/21,602,315.4,655.5,519.2,470.5,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,304.143,158,64.47,26.27,24,11635.78,647.34,536.17,2004.88,8447.39,6474.2,2805.76,5613.32
2020/4/22,613,315.4,655.5,519.2,470.5,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,304.143,158,64.47,26.27,24,11635.78,647.34,536.17,2004.88,8447.39,6474.2,2805.76,5613.32
2020/4/23,604.5,315.4,655.5,519.2,470.5,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,304.143,158,64.47,26.27,24,11635.78,647.34,536.17,2004.88,8447.39,6474.2,2805.76,5613.32
2020/4/24,607,316,620.9,376.7,513.1,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,305.688,168.96,66.5,26.8,24,11585.36,643.98,549.93,2018.81,8372.64,6406.8,2772.46,5578.8
2020/4/27,602,316,620.9,376.7,513.1,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,305.688,168.96,66.5,26.8,24,11585.36,643.98,549.93,2018.81,8372.64,6406.8,2772.46,5578.8
2020/4/28,594.5,316,620.9,376.7,513.1,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,305.688,168.96,66.5,26.8,24,11585.36,643.98,549.93,2018.81,8372.64,6406.8,2772.46,5578.8
2020/4/29,595.5,316,620.9,376.7,513.1,1401153.654,133729686,85767777.17,7709846806,1238501.775,111692820,56909628.02,4800927022,0,0,16082364.38,1574576338,162401.799,21906338,2985921.352,359529073,250.08,130528,9789863.424,974814373,1238751.855,111823348,82781855.82,7350317733,8591.3,7711.4,1,1.4,8591,40.56,7972.74,1002.99,978.19,3128.73,7475.7,305.688,168.96,66.5,26.8,24,11585.36,643.98,549.93,2018.81,8372.64,6406.8,2772.46,5578.8
2020/4/30,610,316,620.9,376.7,513.1,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,40.56,8521.8,1003.62,982.15,3061.88,7437.9,305.688,168.96,66.5,26.8,24,11585.36,643.98,549.93,2018.81,8372.64,6406.8,2772.46,5578.8
2020/5/6,610.5,314.9,602.9,464.6,499.9,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,39.94,8521.8,1003.62,982.15,3061.88,7437.9,318.43,139.2,66.5,26.8,24,11398.03,645.74,578.06,2046.97,8127.26,6373.22,2645.67,5419.72
2020/5/7,623,314.9,602.9,464.6,499.9,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,39.94,8521.8,1003.62,982.15,3061.88,7437.9,318.43,139.2,66.5,26.8,24,11398.03,645.74,578.06,2046.97,8127.26,6373.22,2645.67,5419.72
2020/5/8,633,266.7,469.1,387.6,526.5,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,39.94,8521.8,1003.62,982.15,3061.88,7437.9,316.44,130.81,68.31,25.72,23,11188.96,611.02,613.68,2054.01,7910.25,6227.63,2529.6,5362.9
2020/5/11,630,266.7,469.1,387.6,526.5,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,39.94,8521.8,1003.62,982.15,3061.88,7437.9,316.44,130.81,68.31,25.72,23,11188.96,611.02,613.68,2054.01,7910.25,6227.63,2529.6,5362.9
2020/5/12,638,266.7,469.1,387.6,526.5,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,39.94,8521.8,1003.62,982.15,3061.88,7437.9,316.44,130.81,68.31,25.72,23,11036.1,611.02,613.68,2054.01,7910.25,6227.63,2529.6,5362.9
2020/5/13,645.5,266.7,469.1,387.6,526.5,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,39.94,8521.8,1003.62,982.15,3061.88,7437.9,316.44,130.81,68.31,25.72,23,11036.1,611.02,613.68,2054.01,7910.25,6227.63,2529.6,5362.9
2020/5/14,647.5,266.7,469.1,387.6,526.5,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,39.94,8521.8,1003.62,982.15,3061.88,7437.9,316.44,130.81,68.31,25.72,23,11036.1,611.02,613.68,2054.01,7910.25,6227.63,2529.6,5362.9
2020/5/15,668,372.6,471.8,359.4,455,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,300.607,137.72,68.31,25.72,23,11094.9,608.49,645.26,2070.34,7770.81,6395.19,2259.35,5389.17
2020/5/18,691.5,372.6,471.8,359.4,455,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,300.607,137.72,68.31,25.72,23,11094.9,608.49,645.26,2070.34,7770.81,6395.19,2259.35,5389.17
2020/5/19,711,372.6,471.8,359.4,455,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,300.607,137.72,68.31,25.72,23,10964.45,608.49,645.26,2070.34,7770.81,6395.19,2259.35,5389.17
2020/5/20,704.5,372.6,471.8,359.4,455,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,300.607,137.72,68.31,25.72,23,10964.45,608.49,645.26,2070.34,7770.81,6395.19,2259.35,5389.17
2020/5/21,722,372.6,471.8,359.4,455,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,300.607,137.72,68.31,25.72,23,10964.45,608.49,645.26,2070.34,7770.81,6395.19,2259.35,5389.17
2020/5/22,716.5,355.1,526.4,512.2,519.7,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,308.14,167.76,67.26,28.2,24,10926.08,654.19,657,2080.035,7534.86,6303,2189.85,5308
2020/5/25,721.5,355.1,526.4,512.2,519.7,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,308.14,167.76,67.26,28.2,24,10926.08,654.19,657,2080.035,7534.86,6303,2189.85,5308
2020/5/26,698.5,355.1,526.4,512.2,519.7,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,308.14,167.76,67.26,28.2,24,10938.39,654.19,657,2080.035,7534.86,6303,2189.85,5308
2020/5/27,706,355.1,526.4,512.2,519.7,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,308.14,167.76,67.26,28.2,24,10938.39,654.19,657,2080.035,7534.86,6303,2189.85,5308
2020/5/28,710.5,355.1,526.4,512.2,519.7,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.5,8521.8,1003.62,982.15,3061.88,7437.9,308.14,167.76,67.26,28.2,24,10938.39,654.19,657,2080.035,7534.86,6303,2189.85,5308
2020/5/29,752,304.4,541.3,431.3,545.3,1495062.386,145989128,95608835.51,8569563186,1292069.77,118180190,66040143.48,5562173977,0,0,17171933.05,1692914033,202551.616,27642999,3047279.63,375516414,441,165939,9349479.353,938958762,1292510.77,118346129,92561555.88,8194046772,9571.2,8547.4,18.6,14.7,9571,41.76,8521.8,1003.62,982.15,3061.88,7437.9,301.94,159.06,67.26,28.2,24,10784.85,665.54,715.94,2098.37,7305,6101.28,2193.42,5207.6
2020/6/1,752.5,304.4,541.3,431.3,545.3,1026940.528,91157877,86927954.07,7768613763,911020.805,82960997,58371170.74,4911758008,38849.94,2713845,16913068.95,1630187220,17797.404,1732854,3651944.599,425668773,59272.379,3750181,7991769.772,800999762,1009143.124,89425023,83276009.47,7342944990,8702.6,7609.3,4,-6.6,8703,41.76,10414.86,1011.16,987.18,3118.06,7464.2,301.94,159.06,67.26,28.2,24,10784.85,665.54,715.94,2098.37,7305,6101.28,2193.42,5207.6
2020/6/2,757,304.4,541.3,431.3,545.3,1026940.528,91157877,86927954.07,7768613763,911020.805,82960997,58371170.74,4911758008,38849.94,2713845,16913068.95,1630187220,17797.404,1732854,3651944.599,425668773,59272.379,3750181,7991769.772,800999762,1009143.124,89425023,83276009.47,7342944990,8702.6,7609.3,4,-6.6,8703,41.76,10414.86,1011.16,987.18,3118.06,7464.2,301.94,159.06,67.26,28.2,24,10755.35,665.54,715.94,2098.37,7305,6101.28,2193.42,5207.6
2020/6/3,755,304.4,541.3,431.3,545.3,1026940.528,91157877,86927954.07,7768613763,911020.805,82960997,58371170.74,4911758008,38849.94,2713845,16913068.95,1630187220,17797.404,1732854,3651944.599,425668773,59272.379,3750181,7991769.772,800999762,1009143.124,89425023,83276009.47,7342944990,8702.6,7609.3,4,-6.6,8703,41.76,10414.86,1011.16,987.18,3118.06,7464.2,301.94,159.06,67.26,28.2,24,10755.35,665.54,715.94,2098.37,7305,6101.28,2193.42,5207.6
2020/6/4,737,304.4,541.3,431.3,545.3,1026940.528,91157877,86927954.07,7768613763,911020.805,82960997,58371170.74,4911758008,38849.94,2713845,16913068.95,1630187220,17797.404,1732854,3651944.599,425668773,59272.379,3750181,7991769.772,800999762,1009143.124,89425023,83276009.47,7342944990,8702.6,7609.3,4,-6.6,8703,41.76,10414.86,1011.16,987.18,3118.06,7464.2,301.94,159.06,67.26,28.2,24,10755.35,665.54,715.94,2098.37,7305,6101.28,2193.42,5207.6
