,value,signal,price
2021/9/23,1.366720419,0,68660
2021/9/24,1.366720419,0,69250
2021/9/27,1.366720419,0,69340
2021/9/28,1.366720419,0,69230
2021/9/29,1.366720419,0,68360
2021/9/30,1.366720419,1,67950
2021/10/1,1.366720419,1,67950
2021/10/8,1.384309017,1,68840
2021/10/11,1.412371724,1,70260
2021/10/12,1.400909492,1,69680
2021/10/13,1.409209729,1,70100
2021/10/14,1.456244408,1,72480
2021/10/15,1.482726118,1,73820
2021/10/18,1.531144169,1,76270
2021/10/19,1.522053433,1,75810
2021/10/20,1.474030631,1,73380
2021/10/21,1.464347021,1,72890
2021/10/22,1.454465786,1,72390
2021/10/25,1.454465786,1,72110
2021/10/26,1.452291914,1,72000
2021/10/27,1.423833957,1,70560
2021/10/28,1.434703316,1,71110
2021/10/29,1.423438708,1,70540
2021/10/31,1.423438708,0,70540
2021/11/1,1.423438708,0,70140
2021/11/2,1.423438708,0,69660
2021/11/3,1.423438708,0,71350
2021/11/4,1.423438708,0,70150
2021/11/5,1.423438708,0,69590
2021/11/8,1.423438708,0,70000
2021/11/9,1.423438708,0,70550
2021/11/10,1.423438708,0,70330
2021/11/11,1.423438708,0,70420
2021/11/12,1.423438708,0,70570
2021/11/15,1.423438708,0,70830
2021/11/16,1.423438708,0,70360
2021/11/17,1.423438708,0,70140
2021/11/18,1.423438708,0,68910
2021/11/19,1.423438708,0,70960
2021/11/22,1.423438708,0,70180
2021/11/23,1.423438708,0,70740
2021/11/24,1.423438708,0,71220
2021/11/25,1.423438708,0,71970
2021/11/26,1.423438708,0,70560
2021/11/29,1.423438708,0,70230
2021/11/30,1.423438708,1,69450
2021/12/1,1.427391202,1,69650
2021/12/2,1.407628732,1,68650
2021/12/3,1.423636332,1,69460
2021/12/6,1.416126594,1,69080
2021/12/7,1.422845834,1,69420
2021/12/8,1.425810204,1,69570
2021/12/9,1.42857695,1,69710
2021/12/10,1.425019705,1,69530
2021/12/13,1.425810204,1,69570
2021/12/14,1.412766974,1,68910
2021/12/15,1.394783126,1,68000
