date,close,煤炭：国有重点煤矿企业：产量：中国（旬）,原煤：大型煤炭企业：产量累计值（月）,原煤：大型煤炭企业：产量累计同比（月）,洗精煤：大型煤炭企业：产量累计值：中国（月）,洗精煤：大型煤炭企业：产量累计同比：中国（月）,煤矿：国有重点煤矿企业：产量：中国（月）,统计局：中国：工业产品：产量：原煤（月）,煤炭：国有重点煤矿企业：销售数合计：中国（旬）,煤炭：国有重点煤矿企业：销售数合计：中国（月）,煤炭：销量：中国（月）,煤炭：重点发电企业：供应量：中国（旬）,煤炭：重点发电企业：消费量：中国（旬）,煤炭：国有重点煤矿企业：库存：中国（旬）,煤炭：重点发电企业：库存平均可用天数：中国（旬）,煤炭：重点发电企业：库存：中国（旬）,煤炭：重点发电企业：库存同期增减：中国（月）,样本洗煤厂（110家）：精煤：库存：中国（周）,样本洗煤厂（110家）：煤炭：开工率：中国（周）,样本洗煤厂（110家）：精煤：日均产量：中国（周）,样本洗煤厂（110家）：原煤：库存：中国（周）,炼焦煤：进口：港口库存（周）,230家独立焦化厂：炼焦煤：库存：中国（周）,炼焦煤：247家钢厂样本焦化厂：库存：中国（周）,炼焦煤：矿山企业库存：中国（周）,炼焦煤：独立焦化企业：库存：中国（周）,炼焦煤：独立焦化企业：平均可用天数：中国（周）
"2021-01-14","1666","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-15","1727","","","","","","","","","","","","","","","","","137.38","73.64","61.34","357.88","261","1778.97","1139.36","136.91","2107.15","21.76"
"2021-01-18","1707","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-19","1657.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-20","1630","5654.9","","","","","","","4851.1","","","","","1246.5","","","","","","","","","","","","",""
"2021-01-21","1653.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-22","1623","","","","","","","","","","","","","","","","","141.69","74.77","62.54","340.24","275.5","1812.74","1149.54","138.65","2137.62","21.93"
"2021-01-25","1631.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-26","1581.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-27","1601.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-28","1565.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-29","1510","","","","","","","","","","","","","","","","","134.21","75.91","63.33","331.96","255","1875.53","1183.2","127.79","2213.11","22.48"
"2021-01-31","","","","","","","16678.41","","","","","15283","15500","","12","6267","","","","","","","","","","",""
"2021-02-01","1499.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-02","1465.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-03","1452.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-04","1509.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-05","1513","","","","","","","","","","","","","","","","","134","72.73","60.63","307.09","241","1942.48","1204.82","120.82","2286.96","23.15"
"2021-02-08","1528","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-09","1553.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-10","1547","2869.4","","","","","","","2299.5","","","","","1271","","","","","","","","","","","","",""
"2021-02-12","","","","","","","","","","","","","","","","","","150.22","","","","","","","129.87","",""
"2021-02-18","1608.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-19","1567.5","","","","","","","","","","","","","","","","","216.42","60.97","49.44","252.68","255","1717.4","1163.94","146.93","2033.33","20.41"
"2021-02-20","","5321.4","","","","","","","4273","","","","","1342","","","","","","","","","","","","",""
"2021-02-22","1505","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-23","1461.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-24","1483","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-25","1527.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26","1474","","","","","","","","","","","","","","","","","133.63","66","54.77","259.65","250.7","1656.4","1148.27","172.7","1945.78","19.54"
"2021-02-28","","","45996.5","19.4","11476.6","18.3","15540.1","","","14350.3","","10024","9576","","19","6582","","","","","","","","","","",""
"2021-03-01","1402","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-02","1490","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-03","1524.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-04","1503","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-05","1481.5","","","","","","","","","","","","","","","","","145.02","69.14","57.69","299.99","245.7","1584.64","1131.25","170.97","1847.32","18.47"
"2021-03-08","1509.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-09","1467","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-10","1516.5","2817.6","","","","","","","2373.7","","","","","1384.1","","","","","","","","","","","","",""
"2021-03-11","1543.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-12","1505","","","","","","","","","","","","","","","","","144.69","69.44","56.07","301.43","251.7","1518.29","1112.17","151.21","1774.37","17.87"
"2021-03-15","1485.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-16","1537.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-17","1602.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-18","1587.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-19","1598","","","","","","","","","","","","","","","","","147.59","74.85","59.61","305.6","268.3","1475.91","1112.87","156.51","1727.09","17.58"
"2021-03-20","","5610.2","","","","","","","4740.5","","","","","1325.7","","","","","","","","","","","","",""
"2021-03-22","1547.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-23","1548","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-24","1539.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-25","1549","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-26","1560","","","","","","","","","","","","","","","","","142.58","74.52","59.86","293.16","266","1449.02","1125.76","170.91","1688","17.37"
"2021-03-29","1645.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-30","1648","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-31","1659","","69757.2","11.4","20076.7","13.9","16671.3","34076.2","","","33100","11129","12617","","12","5091","-2369","","","","","","","","","",""
"2021-04-01","1591","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-02","1570","","","","","","","","","","","","","","","","","137.32","74.27","59.9","285.14","319.5","1404.1","1112.28","166.55","1635.68","16.97"
"2021-04-06","1594","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07","1585","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-08","1556.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-09","1573","","","","","","","","","","","","","","","","","137.6","73.82","59.48","274.05","364.5","1401.65","1112.93","161.76","1627.43","16.98"
"2021-04-10","","2850.6","","","","","","","2329.5","","","","","1249.6","","","","","","","","","","","","",""
"2021-04-12","1599","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-13","1602","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-14","1603","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-15","1600.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-16","1684","","","","","","","","","","","","","","","","","133.53","74","61.03","264.32","364.5","1402.01","1104.72","164.37","1630.81","17.17"
"2021-04-19","1655","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-20","1643.5","5575.1","","","","","","","4655.2","","","","","1204.6","","","","","","","","","","","","",""
"2021-04-21","1710.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-22","1752","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-23","1744.5","","","","","","","","","","","","","","","","","124.92","73.34","61.83","263.77","389","1390.58","1088.81","162.59","1611.08","17.34"
"2021-04-26","1789","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-27","1784","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-28","1757","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-29","1766.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-30","1773","","93572.8","9.4","26584","12.6","15902.5","32221.7","","15341.6","31600","11532","11160","","15","5438","-2040","114.67","71.89","60.63","265.73","357","1408.26","1091.36","142.42","1631.86","18.03"
"2021-05-06","1912","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-07","1939.5","","","","","","","","","","","","","","","","","","","","","431","1417.96","1102.14","133.18","1638.46","17.91"
"2021-05-10","2062","2853.9","","","","","","","2391.8","","","","","1050","","","","","","","","","","","","",""
"2021-05-11","2027.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-12","2111.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-13","1988","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-14","1922","","","","","","","","","","","","","","","","","90.19","72.46","61.19","244.71","432","1389.02","1073.42","133.21","1603.64","16.88"
"2021-05-17","1967","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-18","1967.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-19","1927","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-20","1782.5","5541.8","","","","","","","4760.8","","","","","1006.8","","","","","","","","","","","","",""
"2021-05-21","1701","","","","","","","","","","","","","","","","","91.15","73.15","61.84","232.23","458","1402.42","1042.22","119.35","1627.95","16.86"
"2021-05-24","1723","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-25","1758","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-26","1744.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-27","1787.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-05-28","1801","","","","","","","","","","","","","","","","","93.44","70.74","60.52","245.71","506","1410.84","1040.84","116.62","1636.29","16.89"
"2021-05-31","1767","","116233.4","7.1","35423.9","11.74","16134.2","32628.9","","15435.5","31400","11656","10974","","16","6032","-1762","","","","","","","","","",""
"2021-06-01","1872","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-02","1859","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-03","1878.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-04","1850","","","","","","","","","","","","","","","","","88.83","71.59","60.83","246.87","493","1417.42","1039.35","111.78","1650.72","16.79"
"2021-06-07","1803","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-08","1852.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-09","1871","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-10","1865","2831.5","","","","","","","2316.6","","","","","1047.1","","","","","","","","","","","","",""
"2021-06-11","1982.5","","","","","","","","","","","","","","","","","93.36","70.77","59.92","245.41","486","1419.67","1048.13","111.29","1663.07","17.01"
"2021-06-15","1955.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-16","1952.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-17","2009.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-18","1955","","","","","","","","","","","","","","","","","90.88","71.2","59.36","238.6","507","1384.91","1051.51","129.44","1648.31","16.81"
"2021-06-20","","5364.1","","","","","","","4515.4","","","","","1065.1","","","","","","","","","","","","",""
"2021-06-21","1937.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-22","1968.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-23","2037","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-24","2045.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-25","2045","","","","","","","","","","","","","","","","","91.63","70.99","59.18","226.81","506","1336.19","1019.5","151.71","1595.44","16.44"
"2021-06-28","1978","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-29","1943.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-06-30","1944.5","","138097","5","41628.3","10.2","15415.7","32318.6","","14471","30900","12896","12648","","15","6265","-2277","","","","","","","","","",""
"2021-07-01","1910","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-02","1942.5","","","","","","","","","","","","","","","","","81.15","54.24","45.85","200.28","487","1306.72","988.36","151.32","1569.22","18.22"
"2021-07-05","1970.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-06","1949","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-07","1932","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-08","1830.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-09","1856.5","","","","","","","","","","","","","","","","","83.09","59.96","49.97","210.32","490","1297.39","966.37","145.81","1545.84","16.39"
"2021-07-10","","2625.2","","","","","","","2135","","","","","1027.7","","","","","","","","","","","","",""
"2021-07-12","1882.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-13","1959.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-14","1996.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-15","1986.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-16","2035","","","","","","","","","","","","","","","","","86.19","63.52","52.66","208.75","471","1264.75","977.08","153.53","1506.25","15.87"
"2021-07-19","2040.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-20","2074","5234.9","","","","","","","4380.9","","","","","1078.3","","","","","","","","","","","","",""
"2021-07-21","2090","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-22","2085","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-23","2115.5","","","","","","","","","","","","","","","","","89.29","65.65","54.88","208.93","453","1253.34","932","164.63","1491.04","16.01"
"2021-07-26","2153.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-27","2135","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-28","2199","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-29","2256","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-07-30","2317","","","","","","","","","","","","","","","","","106.32","71.04","59.06","230.97","441","1230.19","912.21","165.65","1453.25","15.99"
"2021-07-31","","","160801.7","3.8","48083.1","9.3","15011.9","31417.4","","14402.5","31000","12648","13857","","11","5067","-3760","","","","","","","","","",""
"2021-08-02","2289","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-03","2222","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-04","2313.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-05","2325.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-06","2374.5","","","","","","","","","","","","","","","","","98.58","72.72","60.42","223.07","412.5","1201.78","909.36","155.37","1404.63","15.38"
"2021-08-09","2371.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-10","2344","2722.6","","","","","","","2300.7","","","","","1001.1","","","","","","","","","","","","",""
"2021-08-11","2261","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-12","2205.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-13","2184.5","","","","","","","","","","","","","","","","","106","69.86","60.86","227.18","403.5","1163.2","905.99","134.87","1365.3","14.82"
"2021-08-16","2180","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-17","2239","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-18","2195.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-19","2287","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-20","2238","5424","","","","","","","4697.3","","","","","1000.5","","","","107.23","69.62","59.99","207.84","419","1139.42","875.6","127.57","1332.29","14.44"
"2021-08-23","2421","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-24","2465","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-25","2589","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-26","2536.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-27","2523","","","","","","","","","","","","","","","","","97.97","69.54","59.93","218.17","414","1140.16","858.35","123.36","1333.16","14.49"
"2021-08-30","2495","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-08-31","2460","","184890.5","3.5","56084.6","9","15703.9","33524","","15425.6","31400","13330","13578","","11","4890","-2898","","","","","","","","","",""
"2021-09-01","2511.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-02","2669","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-03","2615","","","","","","","","","","","","","","","","","98.98","70.61","60.04","214.55","415","1147.76","872.67","119.24","1329.56","14.62"
"2021-09-06","2778","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-07","2907.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-08","2855","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-09","3049.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-10","2826.5","2780.9","","","","","","","2398.9","","","","","910.6","","","","97.04","69.41","58.81","200.59","419","1172.18","871.79","128.82","1355.23","15.64"
"2021-09-13","2764","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-14","2702.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-15","2743.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-16","2683.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-17","2693","","","","","","","","","","","","","","","","","90","66.16","56.52","185.89","434","1194.95","867.04","136.43","1379.14","16.33"
"2021-09-20","","5533.2","","","","","","","4812.1","","","","","878.9","","","","","","","","","","","","",""
"2021-09-22","2928","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-23","3002","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-24","2800","","","","","","","","","","","","","","","","","91.77","66.85","57.19","189.95","437","1189.83","873.43","141.03","1374.83","16.15"
"2021-09-27","2854","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-28","2992","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-29","3012","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-09-30","3290.5","","208259.5","3.7","62719.9","9","15795.7","33409.8","","14503.1","31750","11625","11904","","11","4584","-3787","","","","","","","","","",""
"2021-10-01","","","","","","","","","","","","","","","","","","90.6","68.46","58.68","192.11","422","1213.74","877.28","142.44","1400.14","16.5"
"2021-10-08","3157","","","","","","","","","","","","","","","","","","","","","405","1191.28","883.47","","1369.23","16.03"
"2021-10-10","","2700.7","","","","","","","2210.4","","","","","887.6","","","","","","","","","","","","",""
"2021-10-11","3409","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-12","3465.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-13","3475","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-14","3471.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-15","3614","","","","","","","","","","","","","","","","","108.66","66.81","56.99","186.93","398","1168.49","872.06","169.78","1346.57","15.99"
"2021-10-18","3847","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-19","3729","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-20","3441.5","5631.6","","","","","","","4679.8","","","","","926","","","","","","","","","","","","",""
"2021-10-21","3109","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-22","2875","","","","","","","","","","","","","","","","","104.95","70.43","58.95","186.32","404","1160.19","878.61","185.88","1334.1","15.89"
"2021-10-25","2970.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-26","2950.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-27","2703.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-28","2503","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-10-29","2268","","","","","","","","","","","","","","","","","103.67","71.93","59.6","178.33","394","1152.86","885.58","202.44","1330.75","16.15"
"2021-10-31","","","235041.3","3.4","80812.9","7.5","17244.9","35708.9","","15699.5","33100","13423","11098","","18","6832","-1578","","","","","","","","","",""
"2021-11-01","2164.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-02","2205","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-03","2477","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-04","2378","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-05","2390","","","","","","","","","","","","","","","","","103.77","71.91","60.47","184.72","396","1149.9","894.23","225.87","1324.55","16.17"
"2021-11-08","2380","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-09","2310","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-10","2240.5","2771.1","","","","","","","2338.7","","","","","1100.3","","","","","","","","","","","","",""
"2021-11-11","2358","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-12","2199.5","","","","","","","","","","","","","","","","","116.59","71.01","59.48","188.78","419","1125.93","885.6","250.68","1290.02","15.91"
"2021-11-15","1958.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-16","1873.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-17","1900","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-18","1845.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-19","1855.5","","","","","","","","","","","","","","","","","132.18","69.87","58.23","179.98","421","1066.96","908.07","267.83","1221.8","16.11"
"2021-11-20","","5649.3","","","","","","","5047.4","","","","","1087.6","","","","","","","","","","","","",""
"2021-11-22","1855.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-23","1919","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-24","2149","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-25","2178","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-26","2010","","","","","","","","","","","","","","","","","147.48","70.09","58.15","192.73","371","1012.91","908.6","288.6","1157.74","15.2"
"2021-11-29","2048","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-11-30","1887","","260149.9","2.5","91057.2","10.3","17278.7","37084.4","","16492","35100","15407","12865","","22","9322","614","","","","","","","","","",""
"2021-12-01","1977.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-02","1877.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-03","1986","","","","","","","","","","","","","","","","","137.73","69.91","57.98","190.41","385","971.36","889.05","300.78","1123.5","14.58"
"2021-12-06","1930","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-07","2040","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-08","2055.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-09","2044","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-10","1934.5","2900.9","","","","","","","2654.5","","","","","1105.1","","","","156.8","73.7","60.79","198.05","446","989.96","961.98","304.26","1150.87","14.75"
"2021-12-13","2034.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-14","2015","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-15","2036","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-16","2139.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-17","2168","","","","","","","","","","","","","","","","","145.97","71.37","58.9","207.17","430","1030.88","970.72","318.59","1204.54","15.19"
"2021-12-20","2174","5786","","","","","","","4929.5","","","","","1071.3","","","","","","","","","","","","",""
"2021-12-21","2228","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-22","2219","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-23","2250","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-24","2327","","","","","","","","","","","","","","","","","142","71.01","58.9","233.27","454","1073.34","975.37","314.29","1247.1","15.78"
"2021-12-27","2189.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-28","2166","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-29","2186","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-30","2194","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-12-31","2228.5","","","","","","17170.8","38466.8","","16825.3","35800","14136","14446","","18","8995","2330","137.81","70.73","59.79","245.25","411","1119.89","991.88","295.77","1297.57","16.28"
"2022-01-04","2337","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-05","2354","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-06","2334","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-07","2277.5","","","","","","","","","","","","","","","","","145.77","69.77","58.82","261.43","444","1187.73","1006.43","256.88","1369.07","16.83"
"2022-01-10","2285.5","2903.7","","","","","","","2418.5","","","","","948.5","","","","","","","","","","","","",""
"2022-01-11","2295","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-12","2350.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-13","2304.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-14","2299.5","","","","","","","","","","","","","","","","","134.96","75.79","61.99","261.42","447","1288.58","1020.9","234.43","1474.18","17.67"
"2022-01-17","2197","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-18","2312","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-19","2257","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-20","2312","5661.8","","","","","","","4879.9","","","","","942","","","","","","","","","","","","",""
"2022-01-21","2206.5","","","","","","","","","","","","","","","","","126.15","73.16","61.27","265.56","457","1357.96","1067.88","208.5","1553.46","18.18"
"2022-01-24","2166","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-25","2211","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-26","2204","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-27","2278","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-01-28","2281.5","","","","","","","","","","","","","","","","","145.65","68.33","57.79","256.64","397","1396.04","1089.84","219.23","1590.26","18.69"
"2022-01-31","","","","","","","16813","","","16008.2","","13237","14849","","15","7384","1117","","","","","","","","","",""
"2022-02-04","","","","","","","","","","","","","","","","","","","","","","391","1303.33","1081.6","","1479.58","18.22"
"2022-02-07","2311.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-08","2470","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-09","2320","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-10","2341.5","2644.1","","","","","","","2148.5","","","","","931.4","","","","","","","","","","","","",""
"2022-02-11","2352","","","","","","","","","","","","","","","","","146.09","65.02","53.2","234.82","361","1198.52","991.3","246.59","1355.92","17.46"
"2022-02-14","2425.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-15","2413.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-16","2437.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-17","2438.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-18","2558","","","","","","","","","","","","","","","","","146.46","71.66","57.88","228.94","334","1150.95","952.02","272.7","1293.9","17.07"
"2022-02-20","","5599.7","","","","","","","4742.4","","","","","932.7","","","","","","","","","","","","",""
"2022-02-21","2646.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2022-02-22","2593","","","","","","","","","","","","","","","","","","","","","","","","","",""
