date,close,苯乙烯：表观消费量环比：中国（月）,苯乙烯：表观消费量同比：中国（月）,苯乙烯：产量同比：中国（周）,苯乙烯：产量：中国（周）,苯乙烯：检修减损量：中国（月）,苯乙烯：开工率：中国（日）,苯乙烯：产能：中国（日）,苯乙烯：产能：中国企业（月）,苯乙烯：表观消费量：中国（月）,苯乙烯：中国企业：产量：新口径（月）,苯乙烯：样本工厂：库存：中国（周）
"2018-09-05","","","","","","","86.22","28026","","","",""
"2018-09-06","","","","","","","86.29","28026","","","",""
"2018-09-07","","","","","169163.38","","86.29","28026","","","",""
"2018-09-08","","","","","","","85.73","28026","","","",""
"2018-09-09","","","","","","","85.73","28026","","","",""
"2018-09-10","","","","","","","85.73","28026","","","",""
"2018-09-11","","","","","","","87.68","28026","","","",""
"2018-09-12","","","","","","","85.75","28026","","","",""
"2018-09-13","","","","","","","85.75","28026","","","",""
"2018-09-14","","","","","168896.36","","83.68","28026","","","",""
"2018-09-15","","","","","","","84.24","28026","","","",""
"2018-09-16","","","","","","","84.24","28026","","","",""
"2018-09-17","","","","","","","82.99","28026","","","",""
"2018-09-18","","","","","","","82.99","28026","","","",""
"2018-09-19","","","","","","","83.06","28026","","","",""
"2018-09-20","","","","","","","84.13","28026","","","",""
"2018-09-21","","","","","164038.61","","85.66","28026","","","",""
"2018-09-22","","","","","","","86.3","28026","","","",""
"2018-09-23","","","","","","","86.3","28026","","","",""
"2018-09-24","","","","","","","86.3","28026","","","",""
"2018-09-25","","","","","","","86.85","28026","","","",""
"2018-09-26","","","","","","","87.09","28026","","","",""
"2018-09-27","","","","","","","87.09","28026","","","",""
"2018-09-28","","","","","169722.72","","87.09","28026","","","",""
"2018-09-29","","","","","","","87.09","28026","","","",""
"2018-09-30","","","-7.8","","","","89.02","28026","840780","94.3485437","721425.91",""
"2018-10-01","","","","","","","88.26","28026","","","",""
"2018-10-02","","","","","","","88.26","28026","","","",""
"2018-10-03","","","","","","","88.26","28026","","","",""
"2018-10-04","","","","","","","88.26","28026","","","",""
"2018-10-05","","","","","172714.58","","81.41","28026","","","",""
"2018-10-06","","","","","","","81.41","28026","","","",""
"2018-10-07","","","","","","","81.41","28026","","","",""
"2018-10-08","","","","","","","81.41","28026","","","",""
"2018-10-09","","","","","","","81.41","28026","","","",""
"2018-10-10","","","","","","","81.41","28026","","","",""
"2018-10-11","","","","","","","81.41","28026","","","",""
"2018-10-12","","","","","159716.2","","81.41","28026","","","",""
"2018-10-13","","","","","","","81.41","28026","","","",""
"2018-10-14","","","","","","","81.41","28026","","","",""
"2018-10-15","","","","","","","82.27","28026","","","",""
"2018-10-16","","","","","","","82.27","28026","","","",""
"2018-10-17","","","","","","","82.27","28026","","","",""
"2018-10-18","","","","","","","82.27","28026","","","",""
"2018-10-19","","","","","160672.56","","82.27","28026","","","",""
"2018-10-20","","","","","","","82.27","28026","","","",""
"2018-10-21","","","","","","","82.27","28026","","","",""
"2018-10-22","","","","","","","82.69","28026","","","",""
"2018-10-23","","","","","","","82.69","28026","","","",""
"2018-10-24","","","","","","","82.69","28026","","","",""
"2018-10-25","","","","","","","82.55","28026","","","",""
"2018-10-26","","","","","161829.83","","82.55","28026","","","",""
"2018-10-27","","","","","","","82.55","28026","","","",""
"2018-10-28","","","","","","","82.73","28026","","","",""
"2018-10-29","","","","","","","82.73","28026","","","",""
"2018-10-30","","","","","","","82.73","28026","","","",""
"2018-10-31","","","7.75","","","","82.73","28026","868806","96.8169019","720179.13",""
"2018-11-01","","","","","","","82.73","28026","","","",""
"2018-11-02","","","","","162199.83","","82.73","28026","","","",""
"2018-11-03","","","","","","","79.78","28026","","","",""
"2018-11-04","","","","","","","79.78","28026","","","",""
"2018-11-05","","","","","","","79.78","28026","","","",""
"2018-11-06","","","","","","","79.78","28026","","","",""
"2018-11-07","","","","","","","79.78","28026","","","",""
"2018-11-08","","","","","","","79.78","28026","","","",""
"2018-11-09","","","","","157340.23","","78","28026","","","",""
"2018-11-10","","","","","","","78","28026","","","",""
"2018-11-11","","","","","","","77.82","28026","","","",""
"2018-11-12","","","","","","","81.48","28026","","","",""
"2018-11-13","","","","","","","81.21","28026","","","",""
"2018-11-14","","","","","","","80.96","28026","","","",""
"2018-11-15","","","","","","","80.71","28026","","","",""
"2018-11-16","","","","","156432.75","","78.5","28026","","","",""
"2018-11-17","","","","","","","78.5","28026","","","",""
"2018-11-18","","","","","","","78.5","28026","","","",""
"2018-11-19","","","","","","","78.77","28026","","","",""
"2018-11-20","","","","","","","81.09","28026","","","",""
"2018-11-21","","","","","","","81.66","28026","","","",""
"2018-11-22","","","","","","","81.55","28026","","","",""
"2018-11-23","","","","","156542.55","","81.55","28026","","","",""
"2018-11-24","","","","","","","81.27","28026","","","",""
"2018-11-25","","","","","","","81.27","28026","","","",""
"2018-11-26","","","","","","","81.27","28026","","","",""
"2018-11-27","","","","","","","81.27","28026","","","",""
"2018-11-28","","","","","","","78.41","28026","","","",""
"2018-11-29","","","","","","","78.41","28026","","","",""
"2018-11-30","","","-2.99","","157909.83","","78.41","28026","840780","94.9607978","673386.74",""
"2018-12-01","","","","","","","77.56","28026","","","",""
"2018-12-02","","","","","","","77.56","28026","","","",""
"2018-12-03","","","","","","","75.26","28026","","","",""
"2018-12-04","","","","","","","75.26","28026","","","",""
"2018-12-05","","","","","","","75.26","28026","","","",""
"2018-12-06","","","","","","","75.26","28026","","","",""
"2018-12-07","","","","","149814.07","","75.26","28026","","","",""
"2018-12-08","","","","","","","75.26","28026","","","",""
"2018-12-09","","","","","","","74.29","28026","","","",""
"2018-12-10","","","","","","","79.97","28026","","","",""
"2018-12-11","","","","","","","81.12","28026","","","",""
"2018-12-12","","","","","","","81.12","28026","","","",""
"2018-12-13","","","","","","","81.12","28026","","","",""
"2018-12-14","","","","","153624.07","","80.2","28026","","","",""
"2018-12-15","","","","","","","79.05","28026","","","",""
"2018-12-16","","","","","","","79.05","28026","","","",""
"2018-12-17","","","","","","","79.05","28026","","","",""
"2018-12-18","","","","","","","79.84","28026","","","",""
"2018-12-19","","","","","","","78.11","28026","","","",""
"2018-12-20","","","","","","","79.61","28026","","","",""
"2018-12-21","","","","","155520.13","","81.34","28026","","","",""
"2018-12-22","","","","","","","81.34","28026","","","",""
"2018-12-23","","","","","","","81.34","28026","","","",""
"2018-12-24","","","","","","","81.34","28026","","","",""
"2018-12-25","","","","","","","81.34","28026","","","",""
"2018-12-26","","","","","","","81.34","28026","","","",""
"2018-12-27","","","","","","","81.34","28026","","","",""
"2018-12-28","","","","","159569.83","","81.34","28026","","","",""
"2018-12-29","","","","","","","81.34","28026","","","",""
"2018-12-30","","","","","","","81.34","28026","","","",""
"2018-12-31","","","0.92","","","","81.34","28026","868806","102.1803926","687735.17",""
"2019-01-01","","","","","","","83.75","28026","","","",""
"2019-01-02","","","","","","","83.75","28026","","","",""
"2019-01-03","","","","","","","83.75","28026","","","",""
"2019-01-04","","","","","161598.91","","83.75","28026","","","",""
"2019-01-05","","","","","","","83.75","28026","","","",""
"2019-01-06","","","","","","","83.75","28026","","","",""
"2019-01-07","","","","","","","84.39","28026","","","",""
"2019-01-08","","","","","","","84.71","28026","","","",""
"2019-01-09","","","","","","","84.71","28026","","","",""
"2019-01-10","","","","","","","84.71","28026","","","",""
"2019-01-11","","","","","165294.35","","84.71","28026","","","",""
"2019-01-12","","","","","","","84.71","28026","","","",""
"2019-01-13","","","","","","","84.71","28026","","","",""
"2019-01-14","","","","","","","84.71","28026","","","",""
"2019-01-15","","","","","","","86.14","28026","","","",""
"2019-01-16","","","","","","","86.86","28026","","","",""
"2019-01-17","","","","","","","87.11","28026","","","",""
"2019-01-18","","","","","167866.35","","87.11","28026","","","",""
"2019-01-19","","","","","","","87.11","28026","","","",""
"2019-01-20","","","","","","","87.11","28026","","","",""
"2019-01-21","","","","","","","88","28026","","","",""
"2019-01-22","","","","","","","89.96","28026","","","",""
"2019-01-23","","","","","","","87.55","28026","","","",""
"2019-01-24","","","","","","","87.55","28026","","","",""
"2019-01-25","","","","","172191.53","","87.55","28026","","","",""
"2019-01-26","","","","","","","87.55","28026","","","",""
"2019-01-27","","","","","","","87.55","28026","","","",""
"2019-01-28","","","","","","","87.55","28026","","","",""
"2019-01-29","","","","","","","87.55","28026","","","",""
"2019-01-30","","","","","","","87.55","28026","","","",""
"2019-01-31","","","31.16","","","","87.55","28026","868806","113.913326","747531.86",""
"2019-02-01","","","","","171763.48","","87.55","28026","","","",""
"2019-02-02","","","","","","","87.55","28026","","","",""
"2019-02-03","","","","","","","87.55","28026","","","",""
"2019-02-04","","","","","","","87.55","28026","","","",""
"2019-02-05","","","","","","","87.55","28026","","","",""
"2019-02-06","","","","","","","87.55","28026","","","",""
"2019-02-07","","","","","","","87.55","28026","","","",""
"2019-02-08","","","","","171763.48","","87.55","28026","","","",""
"2019-02-09","","","","","","","87.55","28026","","","",""
"2019-02-10","","","","","","","87.55","28026","","","",""
"2019-02-11","","","","","","","87.55","28026","","","",""
"2019-02-12","","","","","","","87.55","28026","","","",""
"2019-02-13","","","","","","","87.55","28026","","","",""
"2019-02-14","","","","","","","87.55","28026","","","",""
"2019-02-15","","","","","171763.48","","87.55","28026","","","",""
"2019-02-16","","","","","","","87.55","28026","","","",""
"2019-02-17","","","","","","","87.55","28026","","","",""
"2019-02-18","","","","","","","87.55","28026","","","",""
"2019-02-19","","","","","","","87.55","28026","","","",""
"2019-02-20","","","","","","","87.55","28026","","","",""
"2019-02-21","","","","","","","87.55","28026","","","",""
"2019-02-22","","","","","171763.48","","87.55","28026","","","",""
"2019-02-23","","","","","","","87.55","28026","","","",""
"2019-02-24","","","","","","","87.55","28026","","","",""
"2019-02-25","","","","","","","87.55","28026","","","",""
"2019-02-26","","","","","","","87.12","28026","","","",""
"2019-02-27","","","","","","","87.23","28026","","","",""
"2019-02-28","","","20.67","","","","87.27","28026","784728","96.3256432","686763.92",""
"2019-03-01","","","","","171473.48","","87.46","28026","","","",""
"2019-03-02","","","","","","","87.46","28026","","","",""
"2019-03-03","","","","","","","81.75","28026","","","",""
"2019-03-04","","","","","","","81.93","28026","","","",""
"2019-03-05","","","","","","","81.93","28026","","","",""
"2019-03-06","","","","","","","81.93","28026","","","",""
"2019-03-07","","","","","","","81.96","28026","","","",""
"2019-03-08","","","","","163784.48","","81.96","28026","","","",""
"2019-03-09","","","","","","","81.96","28026","","","",""
"2019-03-10","","","","","","","81.11","28026","","","",""
"2019-03-11","","","","","","","81.11","28026","","","",""
"2019-03-12","","","","","","","81.11","28026","","","",""
"2019-03-13","","","","","","","81.11","28026","","","",""
"2019-03-14","","","","","","","81.11","28026","","","",""
"2019-03-15","","","","","159594.48","","81.82","28026","","","",""
"2019-03-16","","","","","","","82.89","28026","","","",""
"2019-03-17","","","","","","","82.89","28026","","","",""
"2019-03-18","","","","","","","82.89","28026","","","",""
"2019-03-19","","","","","","","83.1","28026","","","",""
"2019-03-20","","","","","","","83.1","28026","","","",""
"2019-03-21","","","","","","","85.96","28026","","","",""
"2019-03-22","","","","","163294.48","","82.34","28026","","","",""
"2019-03-23","","","","","","","85.19","28026","","","",""
"2019-03-24","","","","","","","85.19","28026","","","",""
"2019-03-25","","","","","","","85.19","28026","","","",""
"2019-03-26","","","","","","","84.21","28026","","","",""
"2019-03-27","","","","","","","84.21","28026","","","",""
"2019-03-28","","","","","","","84.31","28026","","","",""
"2019-03-29","","","","","165531.6","","84.21","28026","","","",""
"2019-03-30","","","","","","","84.21","28026","","","",""
"2019-03-31","","","-0.13","","","","84.21","28026","868806","85.061798","723004.68",""
"2019-04-01","","","","","","","87.83","28026","","","",""
"2019-04-02","","","","","","","85.69","28026","","","",""
"2019-04-03","","","","","","","85.69","28026","","","",""
"2019-04-04","","","","","","","85.69","28026","","","",""
"2019-04-05","","","","","167459.76","","85.58","28026","","","",""
"2019-04-06","","","","","","","85.58","28026","","","",""
"2019-04-07","","","","","","","85.58","28026","","","",""
"2019-04-08","","","","","","","85.58","28026","","","",""
"2019-04-09","","","","","","","85.58","28026","","","",""
"2019-04-10","","","","","","","85.8","28026","","","",""
"2019-04-11","","","","","","","85.8","28026","","","",""
"2019-04-12","","","","","168015.21","","85.83","28026","","","",""
"2019-04-13","","","","","","","85.83","28026","","","",""
"2019-04-14","","","","","","","85.47","28026","","","",""
"2019-04-15","","","","","","","81.85","28026","","","",""
"2019-04-16","","","","","","","79.18","28026","","","",""
"2019-04-17","","","","","","","79.18","28026","","","",""
"2019-04-18","","","","","","","79.18","28026","","","",""
"2019-04-19","","","","","161574.61","","79.5","28026","","","",""
"2019-04-20","","","","","","","79.5","28026","","","",""
"2019-04-21","","","","","","","80.48","28026","","","",""
"2019-04-22","","","","","","","81.77","28026","","","",""
"2019-04-23","","","","","","","80.53","28026","","","",""
"2019-04-24","","","","","","","81.42","28026","","","",""
"2019-04-25","","","","","","","85.04","28026","","","",""
"2019-04-26","","","","","159250.55","","84.77","28026","","","",""
"2019-04-27","","","","","","","84.41","28026","","","",""
"2019-04-28","","","","","","","84.41","28026","","","",""
"2019-04-29","","","","","","","85.58","28026","","","",""
"2019-04-30","","","12.04","","","","85.58","28026","840780","91.1197514","704543.08",""
"2019-05-01","","","","","","","85.06","28026","","","",""
"2019-05-02","","","","","","","85.06","28026","","","",""
"2019-05-03","","","","","166722.35","","85.06","28026","","","",""
"2019-05-04","","","","","","","85.06","28026","","","",""
"2019-05-05","","","","","","","86.69","28026","","","",""
"2019-05-06","","","","","","","86.69","28026","","","",""
"2019-05-07","","","","","","","86.69","28026","","","",""
"2019-05-08","","","","","","","86.69","28026","","","",""
"2019-05-09","","","","","","","86.69","28026","","","",""
"2019-05-10","","","","","169339.16","","86.69","28026","","","",""
"2019-05-11","","","","","","","86.69","28026","","","",""
"2019-05-12","","","","","","","86.69","28026","","","",""
"2019-05-13","","","","","","","86.69","28026","","","",""
"2019-05-14","","","","","","","86.69","28026","","","",""
"2019-05-15","","","","","","","86.69","28026","","","",""
"2019-05-16","","","","","","","86.69","28026","","","",""
"2019-05-17","","","","","170064.16","","86.69","28026","","","",""
"2019-05-18","","","","","","","86.69","28026","","","",""
"2019-05-19","","","","","","","86.69","28026","","","",""
"2019-05-20","","","","","","","86.69","28026","","","",""
"2019-05-21","","","","","","","86.69","28026","","","",""
"2019-05-22","","","","","","","85.95","28026","","","",""
"2019-05-23","","","","","","","85.95","28026","","","",""
"2019-05-24","","","","","169652.04","","85.95","28026","","","",""
"2019-05-25","","","","","","","85.95","28026","","","",""
"2019-05-26","","","","","","","85.95","28026","","","",""
"2019-05-27","","","","","","","85.95","28026","","","",""
"2019-05-28","","","","","","","85.95","28026","","","",""
"2019-05-29","","","","","","","85.95","28026","","","",""
"2019-05-30","","","","","","","85.66","28026","","","",""
"2019-05-31","","","10.01","","168539.92","","85.66","28026","868806","91.1761076","749097.06",""
"2019-06-01","","","","","","","85.93","28026","","","",""
"2019-06-02","","","","","","","85.82","28026","","","",""
"2019-06-03","","","","","","","85.65","28026","","","",""
"2019-06-04","","","","","","","85.65","28026","","","",""
"2019-06-05","","","","","","","85.94","28026","","","",""
"2019-06-06","","","","","","","85.94","28026","","","",""
"2019-06-07","","","","","168318.28","","85.94","28026","","","",""
"2019-06-08","","","","","","","85.94","28026","","","",""
"2019-06-09","","","","","","","85.94","28026","","","",""
"2019-06-10","","","","","","","83.9","28266","","","",""
"2019-06-11","","","","","","","83.9","28266","","","",""
"2019-06-12","","","","","","","83.9","28266","","","",""
"2019-06-13","","","","","","","83.9","28266","","","",""
"2019-06-14","","","","","167113.32","","84","28266","","","",""
"2019-06-15","","","","","","","84","28266","","","",""
"2019-06-16","","","","","","","84","28266","","","",""
"2019-06-17","","","","","","","84.36","28266","","","",""
"2019-06-18","","","","","","","84.36","28266","","","",""
"2019-06-19","","","","","","","84.36","28266","","","",""
"2019-06-20","","","","","","","84.36","28266","","","",""
"2019-06-21","","","","","166613.32","","84.36","28266","","","",""
"2019-06-22","","","","","","","84.36","28266","","","",""
"2019-06-23","","","","","","","84.36","28266","","","",""
"2019-06-24","","","","","","","84.36","28266","","","",""
"2019-06-25","","","","","","","84.36","28266","","","",""
"2019-06-26","","","","","","","84.36","28266","","","",""
"2019-06-27","","","","","","","84.36","28266","","","",""
"2019-06-28","","","","17.98","166913.32","","81.88","28266","","","",""
"2019-06-29","","","","","","","76.4","28266","","","",""
"2019-06-30","","","-1.64","","","","76.4","28266","845820","84.289966","711285.56",""
"2019-07-01","","","","","","","76.91","28266","","","",""
"2019-07-02","","","","","","","76.91","28266","","","",""
"2019-07-03","","","","","","","76.81","28266","","","",""
"2019-07-04","","","","","","","79.71","28266","","","",""
"2019-07-05","","","","6.66","154056.36","","81.05","28266","","","",""
"2019-07-06","","","","","","","82.29","28266","","","",""
"2019-07-07","","","","","","","83.71","28266","","","",""
"2019-07-08","","","","","","","85.9","28266","","","",""
"2019-07-09","","","","","","","85.9","28266","","","",""
"2019-07-10","","","","","","","85.86","28350","","","",""
"2019-07-11","","","","","","","85.86","28350","","","",""
"2019-07-12","","","","15.53","167073.64","","85.86","28350","","","",""
"2019-07-13","","","","","","","85.01","28350","","","",""
"2019-07-14","","","","","","","85.01","28350","","","",""
"2019-07-15","","","","","","","85.29","28350","","","",""
"2019-07-16","","","","","","","85.63","28350","","","",""
"2019-07-17","","","","","","","88.06","28350","","","",""
"2019-07-18","","","","","","","88.06","28350","","","",""
"2019-07-19","","","","17.37","170743.64","","88.06","28350","","","",""
"2019-07-20","","","","","","","85.15","28350","","","",""
"2019-07-21","","","","","","","81.57","28350","","","",""
"2019-07-22","","","","","","","81.57","28350","","","",""
"2019-07-23","","","","","","","81.57","28350","","","",""
"2019-07-24","","","","","","","81.57","28350","","","",""
"2019-07-25","","","","","","","81.57","28350","","","",""
"2019-07-26","","","","12.6","164723.29","","81.6","28350","","","",""
"2019-07-27","","","","","","","81.6","28350","","","",""
"2019-07-28","","","","","","","81.6","28350","","","",""
"2019-07-29","","","","","","","81.6","28350","","","",""
"2019-07-30","","","","","","","81.6","28350","","","",""
"2019-07-31","","","6.56","","","","85.18","28350","878094","100.53347","730265.42",""
"2019-08-01","","","","","","","84.93","28350","","","",""
"2019-08-02","","","","11.73","163896.69","","84.93","28350","","","",""
"2019-08-03","","","","","","","84.93","28350","","","",""
"2019-08-04","","","","","","","84.93","28350","","","",""
"2019-08-05","","","","","","","84.04","28350","","","",""
"2019-08-06","","","","","","","83.27","28350","","","",""
"2019-08-07","","","","","","","83.27","28350","","","",""
"2019-08-08","","","","","","","83.63","28350","","","",""
"2019-08-09","","","","11.78","166982.73","","83.63","28350","","","",""
"2019-08-10","","","","","","","83.63","28350","","","",""
"2019-08-11","","","","","","","83.63","28350","","","",""
"2019-08-12","","","","","","","83.15","28350","","","",""
"2019-08-13","","","","","","","82.62","28350","","","",""
"2019-08-14","","","","","","","82.41","28350","","","",""
"2019-08-15","","","","","","","82.41","28350","","","",""
"2019-08-16","","","","-2.94","164852.94","","82.52","28350","","","",""
"2019-08-17","","","","","","","82.52","28350","","","",""
"2019-08-18","","","","","","","82.52","28350","","","",""
"2019-08-19","","","","","","","82.52","28350","","","",""
"2019-08-20","","","","","","","82.52","28350","","","",""
"2019-08-21","","","","","","","82.52","28350","","","",""
"2019-08-22","","","","","","","80.23","28350","","","",""
"2019-08-23","","","","-3.76","163106.74","","80.23","28350","","","",""
"2019-08-24","","","","","","","80.14","28350","","","",""
"2019-08-25","","","","","","","80.31","28350","","","",""
"2019-08-26","","","","","","","80.31","28350","","","",""
"2019-08-27","","","","","","","80.31","28350","","","",""
"2019-08-28","","","","","","","78.02","28350","","","",""
"2019-08-29","","","","","","","78.02","28350","","","",""
"2019-08-30","","","","-6.33","158006.74","","75.38","28350","","","",""
"2019-08-31","","","-2.02","","","","75.38","28350","878850","99.65","719765.71",""
"2019-09-01","","","","","","","78.85","28350","","","",""
"2019-09-02","","","","","","","78.85","28350","","","",""
"2019-09-03","","","","","","","79.38","28350","","","",""
"2019-09-04","","","","","","","79.38","28350","","","",""
"2019-09-05","","","","","","","79.38","28350","","","",""
"2019-09-06","","","","-8.4","154955.09","","79.38","28350","","","",""
"2019-09-07","","","","","","","79.38","28350","","","",""
"2019-09-08","","","","","","","79.43","28350","","","",""
"2019-09-09","","","","","","","74.49","28350","","","",""
"2019-09-10","","","","","","","78.04","28350","","","",""
"2019-09-11","","","","","","","78.04","28350","","","",""
"2019-09-12","","","","","","","82.97","28350","","","",""
"2019-09-13","","","","-7.39","156413.08","","82.97","28350","","","",""
"2019-09-14","","","","","","","83.08","28350","","","",""
"2019-09-15","","","","","","","83.85","28350","","","",""
"2019-09-16","","","","","","","84.2","28350","","","",""
"2019-09-17","","","","","","","84.2","28350","","","",""
"2019-09-18","","","","","","","84.2","28350","","","",""
"2019-09-19","","","","","","","84.2","28350","","","",""
"2019-09-20","","","","1.4","166332.18","","84.27","28350","","","",""
"2019-09-21","","","","","","","84.27","28350","","","",""
"2019-09-22","","","","","","","84.27","28350","","","",""
"2019-09-23","","","","","","","84.27","28350","","","",""
"2019-09-24","","","","","","","84.27","28350","","","",""
"2019-09-25","","","","","","","83.21","28350","","","",""
"2019-09-26","8056","","","","","","83.21","28350","","","",""
"2019-09-27","7940","","","-1.82","166638.54","","86.23","28350","","","",""
"2019-09-28","","","","","","","87.04","28350","","","",""
"2019-09-29","","","","","","","85.7","28350","","","",""
"2019-09-30","7976","","5.15","","","","85.7","28350","850500","99.21","699317.73",""
"2019-10-01","","","","","","","87.65","28350","","","",""
"2019-10-02","","","","","","","88.99","28350","","","",""
"2019-10-03","","","","","","","86.52","28350","","","",""
"2019-10-04","","","","-0.23","172325.43","","86.52","28350","","","",""
"2019-10-05","","","","","","","87.23","28350","","","",""
"2019-10-06","","","","","","","87.23","28350","","","",""
"2019-10-07","","","","","","","87.23","28350","","","",""
"2019-10-08","7968","","","","","","87.23","28350","","","",""
"2019-10-09","7952","","","","","","84.62","28350","","","",""
"2019-10-10","7843","","","","","","85.33","28350","","","",""
"2019-10-11","7826","","","7.46","171627.55","","85.33","28350","","","","82250"
"2019-10-12","","","","","","","85.33","28350","","","",""
"2019-10-13","","","","","","","85.33","28350","","","",""
"2019-10-14","7770","","","","","","85.33","28350","","","",""
"2019-10-15","7649","","","","","","85.22","28350","","","",""
"2019-10-16","7526","","","","","","82.57","28350","","","",""
"2019-10-17","7478","","","","","","82.57","28350","","","",""
"2019-10-18","7546","","","4.4","167737.55","","82.93","28350","","","","75180"
"2019-10-19","","","","","","","82.93","28350","","","",""
"2019-10-20","","","","","","","82.93","28350","","","",""
"2019-10-21","7494","","","","","","83.84","28350","","","",""
"2019-10-22","7469","","","","","","84.27","28350","","","",""
"2019-10-23","7447","","","","","","84.69","28350","","","",""
"2019-10-24","7509","","","","","","80.07","28350","","","",""
"2019-10-25","7456","","","1.9","164897.55","","80.07","28350","","","","67705"
"2019-10-26","","","","","","","80.07","28350","","","",""
"2019-10-27","","","","","","","80.07","28350","","","",""
"2019-10-28","7430","","","","","","78.52","28350","","","",""
"2019-10-29","7383","","","","","","77.92","28350","","","",""
"2019-10-30","7336","","","","","","77.92","28350","","","",""
"2019-10-31","7325","","17.91","","","","77.39","28350","878850","114.1599","735349.1",""
"2019-11-01","7248","","","-3.53","156477.55","","80.13","28350","","","","76310"
"2019-11-02","","","","","","","79.86","28350","","","",""
"2019-11-03","","","","","","","79.86","28350","","","",""
"2019-11-04","7312","","","","","","79.68","28350","","","",""
"2019-11-05","7331","","","","","","79.68","28350","","","",""
"2019-11-06","7330","","","","","","81.94","28350","","","",""
"2019-11-07","7258","","","","","","81.94","28350","","","",""
"2019-11-08","7087","","","1.46","159639.19","","82.65","28350","","","","74636"
"2019-11-09","","","","","","","82.65","28350","","","",""
"2019-11-10","","","","","","","84.23","28350","","","",""
"2019-11-11","6963","","","","","","84.33","28350","","","",""
"2019-11-12","6951","","","","","","84.85","28350","","","",""
"2019-11-13","6964","","","","","","84.36","28350","","","",""
"2019-11-14","6940","","","","","","85.56","28350","","","",""
"2019-11-15","6949","","","6.68","166876.47","","86.09","28350","","","","71300"
"2019-11-16","","","","","","","85.84","28350","","","",""
"2019-11-17","","","","","","","85.84","28350","","","",""
"2019-11-18","7004","","","","","","81.75","28350","","","",""
"2019-11-19","6954","","","","","","81.75","28350","","","",""
"2019-11-20","6930","","","","","","81.75","28350","","","",""
"2019-11-21","6974","","","","","","80.97","28350","","","",""
"2019-11-22","6986","","","5.76","165563.75","","84.5","28350","","","","67300"
"2019-11-23","","","","","","","84.5","28350","","","",""
"2019-11-24","","","","","","","84.5","28350","","","",""
"2019-11-25","7086","","","","","","84.85","28350","","","",""
"2019-11-26","7150","","","","","","86.27","28350","","","",""
"2019-11-27","7141","","","","","","86.69","28350","","","",""
"2019-11-28","7152","","","","","","86.69","28350","","","",""
"2019-11-29","7125","","","7.36","169533.75","","81.4","28350","","","","71270"
"2019-11-30","","","5.37","","","","81.4","28350","850500","100.06","707765.66",""
"2019-12-01","","","","","","","81.4","28350","","","",""
"2019-12-02","7056","","","","","","82.91","28350","","","",""
"2019-12-03","7167","","","","","","81.57","28350","","","",""
"2019-12-04","7176","","","","","","81.93","28350","","","",""
"2019-12-05","7302","","","","","","81.93","28350","","","",""
"2019-12-06","7327","","","8.34","162313.75","","81.93","28350","","","","68518"
"2019-12-07","","","","","","","81.93","28350","","","",""
"2019-12-08","","","","","","","81.93","28350","","","",""
"2019-12-09","7276","","","","","","83.69","28350","","","",""
"2019-12-10","7376","","","","","","82.56","28350","","","",""
"2019-12-11","7268","","","","","","82.56","28350","","","",""
"2019-12-12","7326","","","","","","81.72","28350","","","",""
"2019-12-13","7323","","","6.35","163383.75","","81.72","28350","","","","72261"
"2019-12-14","","","","","","","80.69","28350","","","",""
"2019-12-15","","","","","","","80.69","28350","","","",""
"2019-12-16","7346","","","","","","81.22","28350","","","",""
"2019-12-17","7430","","","","","","83.44","28350","","","",""
"2019-12-18","7364","","","","","","83.44","28350","","","",""
"2019-12-19","7434","","","","","","83.44","28350","","","",""
"2019-12-20","7404","","","4.75","162913.75","","83.44","28350","","","","65640"
"2019-12-21","","","","","","","83.44","28350","","","",""
"2019-12-22","","","","","","","83.44","28350","","","",""
"2019-12-23","7350","","","","","","83.51","28350","","","",""
"2019-12-24","7359","","","","","","85.17","28350","","","",""
"2019-12-25","7351","","","","","","85.17","28350","","","",""
"2019-12-26","7366","","","","","","85.17","28350","","","",""
"2019-12-27","7408","","","4.71","167083.75","","82.77","28350","","","","66455"
"2019-12-28","","","","","","","82.77","28350","","","",""
"2019-12-29","","","","","","","82.77","28350","","","",""
"2019-12-30","7375","","","","","","82.42","28350","","","",""
"2019-12-31","7276","","5.35","","","","82.53","28350","878850","107.65","726703.75",""
"2020-01-01","","","","","","","83.58","28350","","","",""
"2020-01-02","7291","","","","","","83.58","28350","","","",""
"2020-01-03","7321","","","1.83","164553.75","","83.58","28350","","","","77835"
"2020-01-04","","","","","","","83.58","28350","","","",""
"2020-01-05","","","","","","","83.58","28350","","","",""
"2020-01-06","7387","","","","","","83.51","28350","","","",""
"2020-01-07","7318","","","","","","83.16","28350","","","",""
"2020-01-08","7374","","","","","","83.16","28350","","","",""
"2020-01-09","7305","","","","","","83.16","28350","","","",""
"2020-01-10","7428","","","0.12","165493.75","","82.95","28350","","","","84496"
"2020-01-11","","","","","","","82.95","28350","","","",""
"2020-01-12","","","","","","","84.71","28350","","","",""
"2020-01-13","7541","","","","","","84.71","28350","","","",""
"2020-01-14","7541","","","","","","87.67","28350","","","",""
"2020-01-15","7531","","","","","","87.67","28350","","","",""
"2020-01-16","7467","","","","","","87.67","28350","","","",""
"2020-01-17","7459","","","1.05","169629.48","","87.67","28350","","","","77490"
