date,close,澳洲&巴西铁矿石：发货量：19个港口（周）,铁矿：澳大利亚产：发货量合计：19个港口：澳大利亚→中国（周）,铁矿：发货量：FMG→中国（周）,铁矿：发货量：BHP→中国（周）,铁矿：发货量：力拓→中国（周）,铁矿：发货量：巴西：淡水河谷（周）,铁矿：到港量：45个港口（周）,铁矿：船舶到港量：45个港口（周）,铁矿：出口数量合计：中国（月）,铁矿：进口数量合计：中国（月）,烧结用矿粉：出口数量合计：中国（月）,烧结用矿粉：进口数量合计：中国（月）,块矿：出口数量合计：中国（月）,块矿：进口数量合计：中国（月）,已烧结的铁矿砂及其精矿：出口数量合计：中国（月）,已烧结的铁矿砂及其精矿：进口数量合计：中国（月）,铁精粉：出口数量合计：中国（月）,铁精粉：进口数量合计：中国（月）,未烧结的铁矿砂及其精矿：出口数量合计：中国（月）,未烧结的铁矿砂及其精矿：进口数量合计：中国（月）,铁矿：进口数量初值：中国（月）,铁矿：进口数量终值：中国（月）,铁矿：出口数量：巴西→中国（月）,铁矿：出口数量：澳大利亚→中国（月）,铁矿：进口数量：中国→巴西（月）,铁矿：进口数量：中国→澳大利亚（月）,186家矿山企业（363座矿山）：产能利用率（周）,186家矿山企业（363座矿山）：铁精粉：产量（周）,铁矿：采剥掘量合计：重点企业（月）,成品铁矿石：产量：重点企业（月）,铁精矿：产量：重点企业（月）,铁矿：产量：重点企业（月）,统计局：中国：工业产品：产量：原矿（月）,铁矿：进口：日均消耗量：247家钢铁企业（周）,烧结用矿粉：进口：日均消耗量：114家钢铁企业（周）,烧结用矿粉：国产：日均消耗量：114家钢铁企业（周）,铁矿：进口：日均疏港量合计：45个港口（周）,铁矿：成交量合计：中国主要港口（日）,铁矿：现货日均成交量合计：贸易商：中国主要港口（周）,块矿：入炉比：114家钢铁企业（周）,球团：入炉比：114家钢铁企业（周）,烧结矿：进口：配比：114家钢铁企业（周）,烧结矿：入炉比：114家钢铁企业（周）,烧结矿：入炉品位：114家钢铁企业（周）,铁矿：远期现货累计成交量（日）,126家矿山企业（266座矿山）：铁精粉：库存：中国（周）,烧结用矿粉：进口：库存：114家钢铁企业（周）,铁矿：进口：库存消费比：247家钢铁企业（周）,铁矿：进口：库存：247家钢铁企业（周）,烧结用矿粉：国产：库存：64家钢厂（周）,烧结用矿粉：进口：库存消费比：64家钢厂（周）,铁矿：进口：平均可用天数：64家钢厂（周）,铁矿：进口：库存：45个港口（日）,铁精粉：库存：45个港口（周）,球团：进口：库存：45个港口（周）,块矿：库存：45个港口（周）,粗粉：进口：库存：45个港口（周）,铁矿：澳大利亚产：库存：45个港口（周）,铁矿：巴西产：库存：45个港口（周）,贸易矿：进口：库存：45个港口（周）,铁矿：进口：压港量合计：45个港口（周）,铁矿：进口：堆场容积合计：45个港口（周）,中国：铁矿：修正产量（月）
"2019-05-21","717","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-22","728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.6","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-23","728.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-24","732","","","400.6","427.6","534.8","472.6","","","","","","","","","","","","","","","","","","","","","65.11","50.84","","","","","","","","","297.14","156.25","156.95","","","","","","","176.94","","","","72.25","27.55","27","12767.82","904.4","561.55","1479.03","9822.84","6057.78","4050.19","5447.29","5","24770",""
"2019-05-27","761","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-28","756.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-29","748","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-30","737","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.05","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-31","727","","","337.8","431.5","598.6","570.3","","","1844419.749","83753419.718","1772636.69","57584258.239","71687.567","15304572.158","0","2384100.573","95.492","8480488.748","1844419.749","81369319.145","8375.3","8375","15715441.998","60610327","","0","","","9168.53","978.4","956.9","3026.16","7078.7","","","","289.89","101.3","142.47","","","","","","","","","","","","","","12398.1","991.84","548.88","1417.07","9440.31","5770.04","3879.68","5246.2","9","24770","7078.7"
"2019-06-03","709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-04","720.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-05","719.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-06","712.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-07","","","","367","471","532.3","558.3","","","","","","","","","","","","","","","","","","","","","65.88","51.44","","","","","","","","","295","","113.25","","","","","","","166.84","","","","94.2","27.21","28","12158","977.85","560.2","1390.96","9228.99","5839.06","3618.03","5314.75","12.5","24770",""
"2019-06-10","729.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","193.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-11","760.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-12","764","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-13","781.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-14","783.5","2438.3","","414.8","514.7","498.8","407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","291.61","106.5","164.1","","","","","","","","","","","","","","11795.73","949.82","545.23","1382.41","8918.27","5686.52","3471.89","5053.49","9","24770",""
"2019-06-17","768.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-18","786","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-19","806.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-20","831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192.6","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-21","820","2514.8","","304.2","475.9","565.2","618.7","","","","","","","","","","","","","","","","","","","","","66.51","51.94","","","","","","","","","281.68","168.3","149.32","","","","","","","161.24","","","","96.75","26.64","27","11752.3","965.23","561.23","1417.69","8808.15","5756.26","3397.56","5100.95","18","24770",""
"2019-06-24","813.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-25","798.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-26","804","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-27","821.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-28","838.5","2778.1","","448.9","514.7","445.9","712.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","287.73","119","129.66","","","","","","","","","","","","","","11565.03","1003.87","531.19","1481.92","8548.05","5635.88","3383.36","5032.08","16.5","24770",""
"2019-06-30","","","","","","","","","","1181930.564","75178847.743","1092834.774","52865136.356","0","13808062.059","43097.06","1519443.294","45998.73","6986206.034","1138833.504","73659404.449","7517.9","7518","16824378.848","60671378","0","0","","","9017.25","962.32","944.31","2979.13","7313.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7313.41"
"2019-07-01","873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-02","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-03","908.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-04","868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.48","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-05","829.5","2139","","242.1","384.5","509.3","394.4","","","","","","","","","","","","","","","","","","","","","66.79","52.15","","","","","","","","","281.02","112","130.88","","","","","","","159.71","","","","107.96","28.48","28","11493.15","1081.27","529.69","1486.61","8395.58","5671.11","3307.94","4970.7","24.5","24770",""
"2019-07-08","861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-09","880.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.68","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-11","866.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-12","873","2384.8","","310.4","500.7","550.1","439.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","290.3","88.2","108.54","","","","","","","","","","","","","","11413.51","1068.11","494.8","1483.85","8366.75","5750.28","3211.55","4941.36","17","24770",""
"2019-07-15","895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-16","905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","899.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.6","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-19","916","2257.7","","313.5","374.7","553.5","523.2","","","","","","","","","","","","","","","","","","","","","67.16","52.44","","","","","","","","","291.85","122.3","106.06","","","","","","","157.01","","","","103.58","28.43","28","11682.09","1100.86","496.15","1551.28","8533.8","5806.58","3397.16","5062.3","20","24770",""
"2019-07-22","885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-23","758.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.85","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","735.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-26","764","2333.5","","327.2","482.5","453.1","608.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286.64","89","110.31","","","","","","","","","","","","","","11641.81","1036.38","486.23","1528.04","8591.16","5734.76","3444.86","5085.74","14","24770",""
"2019-07-29","750.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-30","771.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","763","","","","","","","","","826555.143","91016231.531","826520.328","63425715.962","0.01","16131836.682","30.005","2159051.09","4.8","9299627.797","826525.138","88857180.441","9101.6","9102","24063645.003","56622893","","1425","","","9186.3","954.5","939.23","2929.97","7399.6","","","","","118.5","","","","","","","","","","","","","","","","","","","","","","","","","7399.56"
"2019-08-01","747.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-02","724.5","2532.1","","342.7","463.4","543.9","595.7","","","","","","","","","","","","","","","","","","","","","67.27","52.52","","","","","","","","","262.1","66.4","94.88","","","","","","","170.41","","","","104.92","29.12","29","11869.28","1093.48","493.64","1689.16","8593","5912.83","3513.41","5139.7","22","24770",""
"2019-08-05","689.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-06","693.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","660.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","660.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","206.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-09","639","2586.7","","294.8","515.1","582.8","583.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293.89","67","106.3","","","","","","","","","","","","","","11850.75","1104.37","469.67","1802","8474.71","5926.96","3468.81","5171.13","15","24770",""
"2019-08-12","638.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-13","627.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-14","631.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173.6","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-15","618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-16","626.5","2512.2","","305.6","445.6","521.6","615.9","","","","","","","","","","","","","","","","","","","","","66.51","51.93","","","","","","","","","254.65","82.4","130.94","","","","","","","182.51","","","","98.72","27.77","27","11601.24","1036.72","458.22","1828.89","8277.41","5862.99","3363.72","5085.18","15","24770",""
"2019-08-19","617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-20","609","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-21","589.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-22","600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-23","613","2435.6","","236.8","371.5","489.6","690.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","308.5","135.5","131.48","","","","","","","","","","","","","","11984.33","1061.74","499.31","1910.66","8512.62","6162.55","3453.78","5249.73","24.5","24770",""
"2019-08-26","593.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.6","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-27","586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-28","588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.28","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-29","580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-30","607.5","2586.4","","283.7","531","393.2","604.1","","","","","","","","","","","","","","","","","","","","","66.52","51.94","","","","","","","","","310.4","151","133.66","","","","","","","184.31","","","","94.48","25.5","24","12131.4","1099.04","542.13","1992.74","8497.49","6234.9","3434.14","5338.71","26","24770",""
"2019-08-31","","","","","","","","","","714356.894","94848078.132","621525.935","66970681.038","38.5","15273406.123","92632.777","2853320.128","159.682","9750670.843","621724.117","91994758.004","9484.8","9485","24223731.506","61153992","0","1","","","8883.06","967.5","948.7","2918.34","7429.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7429.56"
"2019-09-02","630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237.6","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-03","637.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-04","644.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-05","647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-06","629","2307.8","","328.8","464.3","476","497.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","317.93","77.8","159","","","","","","","","","","","","","","12091.66","1034.15","550.42","2043.29","8463.8","6170.29","3480.7","5360.76","31","24770",""
"2019-09-09","655.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-10","655.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-11","661","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-12","680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-13","","2350","","253.2","389.7","602.5","498.3","","","","","","","","","","","","","","","","","","","","","66.3","51.77","","","","","","","","","316","","142.3","","","","","","","177.81","","","","82.9","27.1","27","11944","934.63","544.28","1983.93","8481.16","5964.62","3543.74","5399.44","28","24770",""
"2019-09-16","670.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-17","665.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-18","661","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-19","637.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-20","635","2378.3","","276.5","392.7","462.8","617.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.23","153.6","146.64","","","","","","","","","","","","","","12254.29","911.235","616.77","1926.16","8800.13","6160.17","3606.24","5421.96","38","24770",""
"2019-09-23","647.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-24","622.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-25","624.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-26","637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-27","642.5","2300.5","","319.2","409.3","519.9","586.2","","","","","","","","","","","","","","","","","","","","","64.11","50.06","","","","","","","","","287","119","113.52","","","","","","","175.9","","","","83.24","74.77","39","12033","816.24","687.2","1951.32","8578.24","6112.32","3454.64","5299.74","27","24770",""
"2019-09-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-30","655.5","","","","","","","","","2330164.916","99360826.971","1469815.812","67023596.901","397.661","16726425.666","797222.223","4704261.947","62729.22","10906542.457","1532942.693","94656565.024","9935.5","9944","23340937.649","58626709","","2","","","8745.19","925.66","906.71","2858.98","7737.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7737.09"
"2019-10-04","","2236.6","","271.4","375.1","327.4","669.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-08","657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-09","638.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-10","657.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-11","658","2298.1","","379.8","401.2","452","512","","","","","","","","","","","","","","","","","","","","","60.6","47.32","","","","","","","","","309.5","90.5","99.04","","","","","","","172.9","","","","","","","12669.6","876.36","691.01","2014.79","9087.44","6596.24","3557.9","5422.32","34.5","24770",""
"2019-10-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-14","638.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-15","644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.83","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-16","617","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-17","615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-18","616","2237.8","","290.4","309.2","437","491.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301.22","74.5","90.87","","","","","","","","","","","92.1","32.11","30","12724.03","863.53","718.21","1968.28","9174.01","6622.3","3570.9","5516.04","42","24770",""
"2019-10-21","611.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-22","616","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-23","620.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-24","628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","143","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-25","634.5","2361.1","","303.1","538.2","474.9","658.2","","","","","","","","","","","","","","","","","","","","","63","49.19","","","","","","","","","268","98.2","103.94","","","","","","","171.5","","","","","","","12836","865.81","740.4","1973.52","9256.27","6700.86","3618.31","5568.93","40","24770",""
"2019-10-28","627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-29","622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-30","622.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.35","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-31","620.5","","","","","","","","","1124276.56","92863778.261","1043760.064","64216826.761","44","13890175.324","0","3894993.861","80472.496","10861782.315","1124276.56","88968784.4","9286.4","9286","21262072.965","56467682","0","0","","","8921.91","895.96","876.83","2823.28","7804.8","","","","","68.9","","","","","","","","","","","","","","","","","","","","","","","","","7804.79"
"2019-11-01","625.5","2509.2","","317.3","466.9","666.9","635.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","312.19","58.6","73.83","","","","","","","","","","","84.35","28.53","28","12648.5","850.01","746.2","1967.99","9084.3","6613.9","3561.98","5557.05","36","24770",""
"2019-11-04","615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-05","622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-06","621.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.23","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-07","611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-08","600","2493.7","","322.2","425.3","556.3","515.5","","","","","","","","","","","","","","","","","","","","","63.83","49.84","","","","","","","","","295","81.5","102.87","","","","","","","179.9","","","","","","","12585","796.6","700.62","1946.28","9141.5","6601.22","3545.5","5608.3","34","24770",""
"2019-11-11","591.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-12","607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","233.8","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-13","607.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-14","618.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129.1","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-15","628.5","2590.4","","357.1","497.9","484.2","593.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","316.43","114.6","135.56","","","","","","","","","","","80.78","26.02","25","12373.75","860.32","640.84","1859.2","9013.39","6540.3","3518.17","5587.68","41","24770",""
"2019-11-18","632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.2","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-19","636.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227.3","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-20","632.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-21","641.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","159.7","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-22","650.5","2349.5","","315.9","423.8","419.8","531.3","","","","","","","","","","","","","","","","","","","","","64.51","50.37","","","","","","","","","306.13","94.4","154.1","","","","","","","182.1","","","","","","","12517.25","868.08","634.57","1937.58","9077.02","6555.15","3610.91","5703.85","46","24770",""
