date,close,甲醇：港口库存：中国（周）,甲醇：厂内库存：中国（周）,甲醇：社会库存：中国（周）,甲醇：传统下游厂家：采购量：中国（周）,二氯乙烷：产量：中国（月）,甲醇：采购量：中国（月）,冰醋酸：库存：中国（周）,甲醇：甲醇制烯烃法：生产企业：采购量：中国（月）,甲醇：开工率同比：中国（月）,甲醇：原料：下游厂家：库存：中国（周）,甲醇：甲醇制烯烃法：生产企业：平均开工率：中国（周）,二甲醚：开工率：中国（周）,甲醇：产量同比：中国（日）,甲醇：待发订单：数量：中国（周）,甲醇：产量：中国（日）,甲醇：开工率：中国（日）,甲醇：签约订单：数量：中国（周）,甲醇：甲醇制烯烃法：生产企业：采购量：中国（周）,甲醛：开工率：中国（周）,甲醇：期末库存：中国（月）,三氯甲烷：产量：中国（日）,甲醇：除中国以外的生产企业：开工率：全球（日）,甲醇：到港量：中国（周）,甲醇：表观消费量环比：中国（月）,甲醇：产能同比：中国（日）,甲醇：表观消费量：中国（月）,甲醇：产能：中国（日）,甲醇：表观消费量同比：中国（月）,甲醇：产能：国外（日）,甲醛：产量：中国（月）,二氯甲烷：平均开工率：中国（周）
"2020-02-17","2113","","","","","","","","","","","","","-8.48","","185894.7","66.0315","","","","","1449.24","","","","0.23","","281524.1425","","","",""
"2020-02-18","2089","","","","","","","","","","","","","-9.81","","184944.7","65.6941","","","","","1449.24","","","","0.23","","281524.1425","","","",""
"2020-02-19","2120","","","","","","","","","","","","","-9.37","","185844.7","66.0138","","","","","1449.24","","","","0.23","","281524.1425","","","",""
"2020-02-20","2125","","","","","","","","","","","","","-7.26","","187294.7","66.5288","","","","","1449.24","","","","0.23","","281524.1425","","","",""
"2020-02-21","2119","942214","728750","1670964","19100","","","19","","","49200","78.94","10.34","-7.33","195590","188094.7","66.813","","235700","","","1449.24","","21.98","","0.23","","281524.1425","","","","44.46"
"2020-02-22","","","","","","","","","","","","","","-8.54","","187834.7","66.7206","","","","","1538.12","","","","0.23","","281524.1425","","","",""
"2020-02-23","","","","","","","","","","","","","","-7.21","","190084.7","67.5199","","","","","1538.12","","","","0.23","","281524.1425","","","",""
"2020-02-24","2082","","","","","","","","","","","","","-7.41","","190164.7","67.5483","","","","","1538.12","","","","0.23","","281524.1425","","","",""
"2020-02-25","2131","","","","","","","","","","","","","-5.94","","192314.7","68.312","","","","","1538.12","","","","0.23","","281524.1425","","","",""
"2020-02-26","2093","","","","","","","","","","","","","-4.85","","193574.7","68.7595","","","","","1538.12","","","","0.23","","281524.1425","","","",""
"2020-02-27","2083","","","","","","","","","","","","","-4.66","","193974.7","68.9016","","","","","1538.12","","","","0.23","","281524.1425","","","",""
"2020-02-28","2010","965379","629200","1594579","13700","","","18.9","","","49300","79.42","13.55","-4.33","194960","194374.7","69.0437","","331000","","","1538.12","","26.83","","0.23","","281524.1425","","","","45.67"
"2020-02-29","","","","","","26000","68285.71","","1290971.44","","","","","","","194904.7","69.232","","","","965400","1627.12","","","-17.29","","569.22","281524.1425","","","",""
"2020-03-01","","","","","","","","","","","","","","-2.55","","197614.7","70.1946","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-02","2045","","","","","","","","","","","","","-3.33","","198814.7","70.6208","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-03","2047","","","","","","","","","","","","","-3.3","","199834.7","70.9831","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-04","2039","","","","","","","","","","","","","-3.09","","200334.7","71.1608","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-05","2040","","","","","","","","","","","","","-2.01","","202384.7","71.8889","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-06","2032","992773","581300","1574073","16000","","","20.2","","","43600","80.98","14.49","-1.76","198380","203084.7","72.1376","","290600","","","1627.12","","28.46","","0.23","","281524.1425","","","","48.34"
"2020-03-07","","","","","","","","","","","","","","-1.57","","202784.7","72.031","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-08","","","","","","","","","","","","","","-0.21","","203584.7","72.3152","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-09","1918","","","","","","","","","","","","","0.8","","204984.7","72.8125","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-10","1911","","","","","","","","","","","","","1.55","","204949.7","72.8","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-11","1887","","","","","","","","","","","","","1.23","","204649.7","72.6935","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-12","1853","","","","","","","","","","","","","0.27","","204809.7","72.7503","","","","","1627.12","","","","0.23","","281524.1425","","","",""
"2020-03-13","1857","1002000","608300","1610300","16100","","","19","","","37800","82.58","13.63","0.46","151260","205209.7","72.8924","","303420","","","1867.08","","20.21","","0.23","","281524.1425","","","","54.15"
"2020-03-14","","","","","","","","","","","","","","-1.03","","203099.7","72.1429","","","","","1867.08","","","","0.23","","281524.1425","","","",""
"2020-03-15","","","","","","","","","","","","","","0.24","","203299.7","72.2139","","","","","1867.08","","","","0.23","","281524.1425","","","",""
"2020-03-16","1825","","","","","","","","","","","","","-0.15","","202699.7","72.0008","","","","","1867.08","","","","0.23","","281524.1425","","","",""
"2020-03-17","1816","","","","","","","","","","","","","-0.64","","202554.7","71.9493","","","","","1867.08","","","","0.23","","281524.1425","","","",""
"2020-03-18","1781","","","","","","","","","","","","","-0.67","","202604.7","71.9671","","","","","1867.08","","","","0.23","","281524.1425","","","",""
"2020-03-19","1722","","","","","","","","","","","","","1.15","","202774.7","72.0275","","","","","1867.08","","","","0.23","","281524.1425","","","",""
"2020-03-20","1771","1031500","627200","1658700","19100","","","17.6","","","48500","84.33","12.61","-0.21","144680","203274.7","72.2051","","302100","","","2013.72","","24.29","","0.23","","281524.1425","","","","63.35"
"2020-03-21","","","","","","","","","","","","","","-0.78","","201974.7","71.7433","","","","","2013.72","","","","0.23","","281524.1425","","","",""
"2020-03-22","","","","","","","","","","","","","","-2.04","","203274.7","72.2051","","","","","2013.72","","","","0.23","","281524.1425","","","",""
"2020-03-23","1735","","","","","","","","","","","","","-2.56","","203974.7","72.4537","","","","","2013.72","","","","0.23","","281524.1425","","","",""
"2020-03-24","1734","","","","","","","","","","","","","-1.74","","206074.7","73.1997","","","","","2013.72","","","","0.23","","281524.1425","","","",""
"2020-03-25","1697","","","","","","","","","","","","","-1.95","","203724.7","72.3649","","","","","2013.72","","","","0.23","","281524.1425","","","",""
"2020-03-26","1679","","","","","","","","","","","","","-1.02","","204904.7","72.7841","","","","","2013.72","","","","0.23","","281524.1425","","","",""
"2020-03-27","1614","994800","617500","1612300","26700","","","16.3","","","52600","85.9","12.27","-0.96","187840","205054.7","72.8373","","260287","","","2115.92","","22.56","","0.23","","281524.1425","","","","66.42"
"2020-03-28","","","","","","","","","","","","","","-1.89","","200904.7","71.3632","","","","","2115.92","","","","0.23","","281524.1425","","","",""
"2020-03-29","","","","","","","","","","","","","","-1.11","","201004.7","71.3985","","","","","2115.92","","","","0.23","","281525.0325","","","",""
"2020-03-30","1562","","","","","","","","","","","","","-1.98","","199734.7","70.9476","","","","","2115.92","","","","0.23","","281524.1425","","","",""
"2020-03-31","1596","","","","","26000","101614.29","","1245520.07","-1.34","","","","-3.45","","197334.7","70.0951","","","","994800","2115.92","","","15.8","0.23","659.17","281524.1425","3.55","","",""
"2020-04-01","1555","","","","","","","","","","","","","-2.42","","197584.7","70.1839","","","","","2115.92","","","","0.23","","281524.1425","","","",""
"2020-04-02","1629","","","","","","","","","","","","","-3.22","","198084.7","70.3615","","","","","2115.92","","","","0.23","","281524.1425","","","",""
"2020-04-03","1642","1047800","597900","1645700","45500","","","17","","","66200","81.07","13.01","-3.17","160690","198784.7","70.6102","","240998.34","","","1840.4","","25.56","","0.23","","281524.1425","","","","58.35"
"2020-04-04","","","","","","","","","","","","","","-3.3","","198934.7","70.6635","","","","","1840.4","","","","0.23","","281524.1425","","","",""
"2020-04-05","","","","","","","","","","","","","","-3.18","","198184.7","70.3971","","","","","1840.4","","","","0.23","","281524.1425","","","",""
"2020-04-06","","","","","","","","","","","","","","-1.22","","198154.7","70.3864","","","","","1840.4","","","","0.23","","281524.1425","","","",""
"2020-04-07","1688","","","","","","","","","","","","","-1.46","","196704.7","69.8713","","","","","1840.4","","","","0.23","","281524.1425","","","",""
"2020-04-08","1685","","","","","","","","","","","","","3","","197604.7","70.191","","","","","1840.4","","","","0.23","","281524.1425","","","",""
"2020-04-09","1774","","","","","","","","","","","","","2.44","","195354.7","69.3918","","","","","1840.4","","","","0.23","","281524.1425","","","",""
"2020-04-10","1774","1011600","561180","1572780","41350","","","19","","","63600","85.06","15.87","4.03","152610","193104.7","68.5924","","295040","","","2018.16","","20.34","","0.23","","281525.0325","","","","63.51"
"2020-04-11","","","","","","","","","","","","","","4.53","","193604.7","68.7702","","","","","2018.16","","","","0.23","","281524.1425","","","",""
"2020-04-12","","","","","","","","","","","","","","5.83","","194654.7","69.1432","","","","","2018.16","","","","0.23","","281524.1425","","","",""
"2020-04-13","1753","","","","","","","","","","","","","3.9","","194954.7","69.2497","","","","","2018.16","","","","0.23","","281524.1425","","","",""
"2020-04-14","1764","","","","","","","","","","","","","2.46","","193524.7","68.7418","","","","","2018.16","","","","0.23","","281524.1425","","","",""
"2020-04-15","1780","","","","","","","","","","","","","5.15","","195074.7","69.2924","","","","","2018.16","","","","0.23","","281524.1425","","","",""
"2020-04-16","1731","","","","","","","","","","","","","4.73","","194124.7","68.9549","","","","","2018.16","","","","0.23","","281524.1425","","","",""
"2020-04-17","1754","991900","567170","1559070","36500","","","18.2","","","67600","82.61","16.21","5.42","142280","196984.7","69.9708","","212292","","","2107.04","","22.21","","0.23","","281524.1425","","","","66.1"
"2020-04-18","","","","","","","","","","","","","","5.61","","197984.7","70.326","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-19","","","","","","","","","","","","","","5.92","","200784.7","71.3206","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-20","1757","","","","","","","","","","","","","4.09","","198884.7","70.6457","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-21","1704","","","","","","","","","","","","","3.41","","197584.7","70.1839","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-22","1660","","","","","","","","","","","","","4.87","","199834.7","70.9831","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-23","1735","","","","","","","","","","","","","4.37","","199304.7","70.7949","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-24","1692","1089400","603349","1692749","42500","","","17.2","","","60800","82.41","16.18","1.84","128280","195384.7","69.4025","","336347","","","2107.04","","28.32","","0.23","","281524.1425","","","","66.1"
"2020-04-25","","","","","","","","","","","","","","0.7","","196834.7","69.9175","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-26","","","","","","","","","","","","","","-1.04","","196634.7","69.8465","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-27","1665","","","","","","","","","","","","","-3.25","","195134.7","69.3137","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-28","1710","","","","","","","","","","","","","-4.15","","196484.7","69.7932","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-29","1712","","","","","","","","","","","","","-5.58","","195584.7","69.4735","","","","","2107.04","","","","0.23","","281524.1425","","","",""
"2020-04-30","1786","","","","","26000","170792.84","","1185332.69","0.78","","","","-5.4","","196334.7","69.7399","","","","1114400","2107.04","","","-1.93","0.23","646.47","281524.1425","11.15","","",""
"2020-05-01","","1114400","590900","1705300","36100","","","15.6","","","59300","82.08","16.16","-6.96","132840","195254.7","69.3563","","272797","","","1706.78","","34.86","","0.23","","281524.1425","","","","59.6"
"2020-05-02","","","","","","","","","","","","","","-6.43","","198254.7","70.4219","","","","","1735.7","","","","0.23","","281524.1425","","","",""
"2020-05-03","","","","","","","","","","","","","","-7.02","","199054.7","70.7061","","","","","1735.7","","","","0.23","","281524.1425","","","",""
"2020-05-04","","","","","","","","","","","","","","-6.41","","198654.7","70.564","","","","","1735.7","","","","0.23","","281524.1425","","","",""
"2020-05-05","","","","","","","","","","","","","","-6.72","","197104.7","70.0134","","","","","1735.7","","","","0.23","","281524.1425","","","",""
"2020-05-06","1785","","","","","","","","","","","","","-6.08","","197004.7","69.9779","","","","","1735.7","","","","0.23","","281524.1425","","","",""
"2020-05-07","1751","","","","","","","","","","","","","-6.85","","193604.7","68.7702","","","","","1735.7","","","","0.23","","281524.1425","","","",""
"2020-05-08","1762","1115600","596450","1712050","35000","","","16.4","","","53510","","16.04","-3.36","102430","191994.7","68.1983","","256080","","","1549.12","","21.78","","0.23","","281524.1425","","","","45.16"
"2020-05-09","","","","","","","","","","","","","","-2.39","","193614.7","68.7737","","","","","1593.62","","","","0.23","","281524.1425","","","",""
"2020-05-10","","","","","","","","","","","","","","0.11","","193884.7","68.8697","","","","","1593.62","","","","0.23","","281524.1425","","","",""
"2020-05-11","1751","","","","","","","","","","","","","-0.14","","190384.7","67.6264","","","","","1593.62","","","","0.23","","281524.1425","","","",""
"2020-05-12","1725","","","","","","","","","","","","","-0.27","","190727.7","67.7483","","","","","1593.62","","","","0.23","","281524.1425","","","",""
"2020-05-13","1748","","","","","","","","","","","","","0.03","","191084.7","67.8751","","","","","1593.62","","","","0.23","","281524.1425","","","",""
"2020-05-14","1749","","","","","","","","","","","","","-1.3","","191034.7","67.8573","","","","","1593.62","","","","0.23","","281524.1425","","","",""
"2020-05-15","1760","1140900","594600","1735500","33700","","","14","","","59400","82.41","15.98","-1.93","166040","191284.7","67.9461","","168231","","","1802.74","","23.49","","0.23","","281524.1425","","","","45.02"
"2020-05-16","","","","","","","","","","","","","","-2.37","","190614.7","67.7081","","","","","1847.24","","","","0.23","","281524.1425","","","",""
"2020-05-17","","","","","","","","","","","","","","-2.19","","191314.7","67.9568","","","","","1847.24","","","","0.23","","281524.1425","","","",""
"2020-05-18","1714","","","","","","","","","","","","","-2.81","","192414.7","68.3475","","","","","1847.24","","","","0.23","","281524.1425","","","",""
"2020-05-19","1706","","","","","","","","","","","","","-4.65","","188484.7","66.9515","","","","","1847.24","","","","0.23","","281524.1425","","","",""
"2020-05-20","1742","","","","","","","","","","","","","-3.73","","188784.7","67.0581","","","","","1847.24","","","","0.23","","281524.1425","","","",""
"2020-05-21","1747","","","","","","","","","","","","","-3.47","","188864.7","67.0865","","","","","1847.24","","","","0.23","","281524.1425","","","",""
"2020-05-22","1682","1195600","601500","1797100","34200","","","11.15","","","58100","82.41","15.05","-4.32","232360","187564.7","66.6247","","298306","","","1847.24","","32.07","","0.23","","281524.1425","","","","52.19"
"2020-05-23","","","","","","","","","","","","","","-4.77","","187164.7","66.4826","","","","","2082.76","","","","0.23","","281524.1425","","","",""
"2020-05-24","","","","","","","","","","","","","","-4.98","","186564.7","66.2695","","","","","2082.76","","","","0.23","","281524.1425","","","",""
"2020-05-25","1690","","","","","","","","","","","","","-3.75","","186564.7","66.2695","","","","","2082.76","","","","0.23","","281524.1425","","","",""
"2020-05-26","1686","","","","","","","","","","","","","-5","","187614.7","66.6425","","","","","2082.76","","","","0.23","","281524.1425","","","",""
"2020-05-27","1715","","","","","","","","","","","","","-6.05","","187714.7","66.678","","","","","2082.76","","","","0.23","","281524.1425","","","",""
"2020-05-28","1711","","","","","","","","","","","","","-5.59","","188364.7","66.9089","","","","","2082.76","","","","0.23","","281524.1425","","","",""
"2020-05-29","1688","1224200","638892","1863092","30600","","","10.3","","","54400","83.68","13.5","-6.01","180070","187758.09","66.6934","","322996.29","","","2082.76","","33.75","","0.23","","281524.1425","","","","58.84"
"2020-05-30","","","","","","","","","","","","","","-6.6","","188018.09","66.7858","","","","","2171.64","","","","0.23","","281524.1425","","","",""
"2020-05-31","","","","","","17500","152414.3","","1161586.42","-4.45","","","","-7.13","","188018.09","66.7858","","","","1224200","2171.64","","","0.62","0.23","650.5","281524.1425","2.52","","",""
"2020-06-01","1712","","","","","","","","","","","","","-9.55","","188768.09","67.0522","","","","","2171.64","","","","0.23","","281524.1425","","","",""
"2020-06-02","1707","","","","","","","","","","","","","-10.35","","188988.09","66.9162","","","","","2171.64","","","","0.55","","282425.0425","","","",""
"2020-06-03","1751","","","","","","","","","","","","","-10.63","","188938.09","66.8985","","","","","2171.64","","","","0.55","","282425.0425","","","",""
"2020-06-04","1741","","","","","","","","","","","","","-10.4","","189138.09","66.9693","","","","","2171.64","","","","0.55","","282425.0425","","","",""
"2020-06-05","1757","1177800","628954","1806754","48150","","","12.2","","","52850","80.63","13.98","-10.18","224260","189738.09","67.1818","","270604","","","2171.64","","27.19","","0.55","","282425.0425","","","","61.35"
"2020-06-06","","","","","","","","","","","","","","-8.76","","192738.09","68.244","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-07","","","","","","","","","","","","","","-11.05","","188138.09","66.6152","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-08","1764","","","","","","","","","","","","","-11.66","","187538.09","66.4028","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-09","1748","","","","","","","","","","","","","-11.83","","187268.09","66.3072","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-10","1739","","","","","","","","","","","","","-13.48","","183068.09","64.8201","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-11","1720","","","","","","","","","","","","","-13.03","","184068.09","65.1741","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-12","1713","1165250","618500","1783750","37800","","","13.6","","","54920","79.16","13.47","-11.65","196260","186368.09","65.9885","","340000","","","1993.82","","30.4","","0.55","","282425.0425","","","","56.33"
"2020-06-13","","","","","","","","","","","","","","-10.21","","186618.09","66.077","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-14","","","","","","","","","","","","","","-9.42","","186618.09","66.077","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-15","1682","","","","","","","","","","","","","-8.9","","188468.09","66.7321","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-16","1720","","","","","","","","","","","","","-9.71","","187368.09","66.3426","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-17","1709","","","","","","","","","","","","","-9.7","","185818.09","65.7938","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-18","1716","","","","","","","","","","","","","-10.89","","182918.09","64.767","","","","","1993.82","","","","0.55","","282425.0425","","","",""
"2020-06-19","1747","1181500","624790","1806290","33900","","","11.2","","","53750","77.18","12.89","-11.25","200730","182318.09","64.5545","","328749.22","","","1993.82","","29.64","","0.55","","282425.0425","","","","52.39"
"2020-06-20","","","","","","","","","","","","","","-14.1","","177018.09","62.6779","","","","","2013.82","","","","0.55","","282425.0425","","","",""
"2020-06-21","","","","","","","","","","","","","","-14.79","","177118.09","62.7133","","","","","2013.82","","","","0.55","","282425.0425","","","",""
"2020-06-22","1740","","","","","","","","","","","","","-14.24","","179668.09","63.6162","","","","","2013.82","","","","0.55","","282425.0425","","","",""
"2020-06-23","1766","","","","","","","","","","","","","-12.37","","182368.09","64.5722","","","","","2013.82","","","","0.55","","282425.0425","","","",""
"2020-06-24","1759","","","","","","","","","","","","","-12.07","","183168.09","64.8555","","","","","2013.82","","","","0.55","","282425.0425","","","",""
"2020-06-25","","","","","","","","","","","","","","-10.37","","184168.09","65.2095","","","","","2013.82","","","","0.55","","282425.0425","","","",""
"2020-06-26","","1200400","586150","1786550","33600","","","10.1","","","69100","77.38","13.97","-10.14","217000","184768.09","65.422","","287803","","","2013.82","","40.34","","0.55","","282425.0425","","","","56.89"
"2020-06-27","","","","","","","","","","","","","","-9.73","","183368.09","64.9263","","","","","2336.06","","","","0.55","","282425.0425","","","",""
"2020-06-28","","","","","","","","","","","","","","-9.1","","185738.09","65.7654","","","","","2336.06","","","","0.55","","282425.0425","","","",""
"2020-06-29","1740","","","","","","","","","","","","","-10.07","","186438.09","66.0133","","","","","2336.06","","","","0.55","","282425.0425","","","",""
"2020-06-30","1751","","","","","17500","158150.02","","1419031.64","-11.49","","","","-10.58","","185538.09","65.6946","","","","1221900","2336.06","","","1.47","0.55","660.07","282425.0425","1.31","","",""
"2020-07-01","1755","","","","","","","","","","","","","-15.23","","175638.09","62.1893","","","","","2336.06","","","","0.55","","282425.0425","","","",""
"2020-07-02","1787","","","","","","","","","","","","","-15.49","","174538.09","61.7998","","","","","2336.06","","","","0.55","","282425.0425","","","",""
"2020-07-03","1802","1221900","600990","1822890","32300","","","9.5","","","54800","74.17","13.27","-15.51","204460","175338.09","62.0831","","430988","","","2336.06","","23.76","","0.55","","282425.0425","","","","66"
"2020-07-04","","","","","","","","","","","","","","-14.7","","175838.09","62.2601","","","","","2082.68","","","","0.55","","282425.0425","","","",""
"2020-07-05","","","","","","","","","","","","","","-12.07","","175838.09","62.2601","","","","","2082.68","","","","0.55","","282425.0425","","","",""
"2020-07-06","1815","","","","","","","","","","","","","-13.81","","171538.09","60.7376","","","","","2082.68","","","","0.55","","282425.0425","","","",""
"2020-07-07","1783","","","","","","","","","","","","","-14.43","","171257.31","60.6381","","","","","2082.68","","","","0.55","","282425.0425","","","",""
"2020-07-08","1801","","","","","","","","","","","","","-15.63","","172057.31","60.9214","","","","","2082.68","","","","0.55","","282425.0425","","","",""
"2020-07-09","1806","","","","","","","","","","","","","-15.84","","172057.31","60.9214","","","","","2082.68","","","","0.55","","282425.0425","","","",""
"2020-07-10","1773","1204250","563800","1768050","28300","","","7.4","","","48000","71.25","13.14","-16.72","265020","172207.31","60.9745","","289786","","","2082.68","","23.2","","0.55","","282425.0425","","","","51.66"
"2020-07-11","","","","","","","","","","","","","","-16.96","","172207.31","60.9745","","","","","2038.24","","","","0.55","","282425.0425","","","",""
"2020-07-12","","","","","","","","","","","","","","-16.92","","172777.31","61.1763","","","","","2038.24","","","","0.55","","282425.0425","","","",""
"2020-07-13","1811","","","","","","","","","","","","","-17.75","","172127.31","60.9462","","","","","2038.24","","","","0.55","","282425.0425","","","",""
"2020-07-14","1814","","","","","","","","","","","","","-17.48","","172427.31","61.0524","","","","","2038.24","","","","0.55","","282425.0425","","","",""
"2020-07-15","1839","","","","","","","","","","","","","-16.84","","171927.31","60.8754","","","","","2038.24","","","","0.55","","282425.0425","","","",""
"2020-07-16","1836","","","","","","","","","","","","","-9.93","","181777.31","64.363","","","","","2038.24","","","","0.55","","282425.0425","","","",""
"2020-07-17","1796","1267300","537096","1804396","20200","","","8.25","","","58500","72.03","13.44","-9.14","234480","185077.31","65.5315","","301700","","","2038.24","","24.07","","0.55","","282425.0425","","","","57.58"
"2020-07-18","","","","","","","","","","","","","","-9.11","","185477.31","65.6731","","","","","1927.12","","","","0.55","","282425.0425","","","",""
"2020-07-19","","","","","","","","","","","","","","-8.34","","185477.31","65.6731","","","","","1927.12","","","","0.55","","282425.0425","","","",""
"2020-07-20","1771","","","","","","","","","","","","","-8.27","","185377.31","65.6377","","","","","1927.12","","","","0.52","","282425.0425","","","",""
"2020-07-21","1765","","","","","","","","","","","","","-7.33","","187177.31","66.275","","","","","1927.12","","","","0.52","","282425.0425","","","",""
"2020-07-22","1764","","","","","","","","","","","","","-6.47","","189287.31","67.0221","","","","","1927.12","","","","0.52","","282425.0425","","","",""
"2020-07-23","1773","","","","","","","","","","","","","-6.89","","187687.31","66.4556","","","","","1927.12","","","","0.52","","282425.0425","","","",""
"2020-07-24","1718","1310600","550999","1861599","34200","","","10.13","","","54800","71.99","14.14","-6.69","241240","187687.31","66.4556","","320977","","","1927.12","","30.38","","0.52","","282425.0425","","","","54.44"
"2020-07-25","","","","","","","","","","","","","","-6.62","","188387.31","66.7035","","","","","1960.44","","","","0.52","","282425.0425","","","",""
"2020-07-26","","","","","","","","","","","","","","-7.98","","185337.31","65.519","","","","","1960.44","","","","0.68","","282875.4925","","","",""
"2020-07-27","1739","","","","","","","","","","","","","-8.1","","187837.31","66.4028","","","","","1960.44","","","","0.68","","282875.4925","","","",""
"2020-07-28","1728","","","","","","","","","","","","","-9.37","","183457.31","64.8544","","","","","1960.44","","","","0.68","","282875.4925","","","",""
"2020-07-29","1762","","","","","","","","","","","","","-9.62","","181257.31","64.0767","","","","","1960.44","","","","0.68","","282875.4925","","","",""
"2020-07-30","1744","","","","","","","","","","","","","-8.93","","182957.31","64.6777","","","","","1960.44","","","","0.68","","282875.4925","","","",""
"2020-07-31","1724","1351300","588500","1939800","45100","17500","141642.84","9.5","1332289.01","-12.35","66200","74.35","14.08","-7.8","253920","185357.31","65.5261","","260700","","1351300","1960.44","","23.6","0.95","0.68","666.35","282875.4925","0.88","","","55.39"
"2020-08-01","","","","","","","","","","","","","","-1.61","","197807.31","69.9273","","","","","2383.22","","","","0.68","","282875.4925","","","",""
"2020-08-02","","","","","","","","","","","","","","-0.49","","198607.31","70.2102","","","","","2383.22","","","","0.68","","282875.4925","","","",""
"2020-08-03","1696","","","","","","","","","","","","","2.72","","205077.31","72.4974","","","","","2383.22","","","","0.68","","282875.4925","","","",""
"2020-08-04","1695","","","","","","","","","","","","","1.84","","204477.31","72.2853","","","","","2383.22","","","","0.68","","282875.4925","","","",""
"2020-08-05","1694","","","","","","","","","","","","","1.66","","204477.31","72.2852","","","","","2383.22","","","","0.68","","282875.9425","","","",""
"2020-08-06","1688","","","","","","","","","","","","","2.85","","205477.31","72.6388","","","","","2383.22","","","","0.68","","282875.4925","","","",""
"2020-08-07","1701","1308500","578300","1886800","25300","","","10.3","","","60250","77.13","14.19","5.31","240270","206877.31","73.1337","","251905.92","","","1836.579","","23.95","","0.68","","282875.4925","","","","55.39"
"2020-08-08","","","","","","","","","","","","","","5.66","","207237.31","73.261","","","","","1836.579","","","","0.68","","282875.4925","","","",""
"2020-08-09","","","","","","","","","","","","","","7.37","","210637.31","74.4629","","","","","1836.579","","","","0.68","","282875.4925","","","",""
"2020-08-10","1729","","","","","","","","","","","","","7.21","","210737.31","74.4983","","","","","1939.793","","","","0.68","","282875.4925","","","",""
"2020-08-11","1732","","","","","","","","","","","","","10.34","","210767.31","74.5089","","","","","1939.793","","","","0.68","","282875.4925","","","",""
"2020-08-12","1743","","","","","","","","","","","","","9.38","","210837.31","74.5336","","","","","2532.1","","","","0.68","","282875.4925","","","",""
"2020-08-13","1747","","","","","","","","","","","","","11.48","","210837.31","74.5336","","","","","2265.46","","","","0.68","","282875.4925","","","",""
"2020-08-14","1750","1248700","574160","1822860","20060","","","11.15","","","52300","91.26","15.45","10.44","236150","210736.41","74.4979","","250212","","","2265.46","","20.09","","0.68","","282875.4925","","","","57.96"
"2020-08-15","","","","","","","","","","","","","","6.7","","203736.41","72.0234","","","","","1806.473","","","","0.68","","282875.4925","","","",""
"2020-08-16","","","","","","","","","","","","","","4.03","","203736.41","72.0234","","","","","1806.473","","","","0.68","","282875.4925","","","",""
"2020-08-17","1744","","","","","","","","","","","","","2.62","","204316.41","72.2284","","","","","2572.1","","","","0.68","","282875.4925","","","",""
"2020-08-18","1925","","","","","","","","","","","","","1.56","","203316.41","71.8749","","","","","2572.1","","","","0.68","","282875.4925","","","",""
"2020-08-19","1923","","","","","","","","","","","","","4.3","","209316.41","73.996","","","","","2705.42","","","","0.68","","282875.4925","","","",""
"2020-08-20","1908","","","","","","","","","","","","","2.67","","208316.41","73.6424","","","","","2705.42","","","","0.68","","282875.4925","","","",""
"2020-08-21","1928","1222700","569576","1792276","37600","","","11","","","59800","89.12","16.27","2.35","241000","208316.41","73.6424","","356042","","","2705.42","","22.77","","0.68","","282875.4925","","","","58.21"
"2020-08-22","","","","","","","","","","","","","","1.32","","207286.41","73.2783","","","","","2009.345","","","","0.68","","282875.4925","","","",""
