date,close,唐山55家调坯轧钢铁企业：螺纹钢：产能利用率（周）,唐山55家调坯轧钢铁企业：螺纹钢：产量（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：需求量：钢坯（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：日均需求量：钢坯（周）,螺纹钢：建筑钢材钢铁企业：产能估算覆盖率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能利用率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能：中国（周）,螺纹钢：建筑钢材钢铁企业：开工率：中国（周）,螺纹钢：建筑钢材钢铁企业：实际产量：中国（周）,螺纹钢：建筑钢材钢铁企业：实际开工条数：中国（周）,螺纹钢：建筑钢材钢铁企业：覆盖产能：中国（周）,螺纹钢：建筑钢材钢铁企业：产线条数：中国（周）,建筑用钢：终端市场：采购量：上海（周）,螺纹钢：消费量：中国（周）,钢筋：表观消费量：中国（月）,螺纹钢：库存：中国（周）,螺纹钢：建筑钢材钢铁企业：厂内库存：中国（周）,螺纹钢：132城市429仓库：社会库存：中国（周）,螺纹钢：社会库存：中国（旬）
"2021-04-29","5452","","","","","","","","","","","","","","","","","","",""
"2021-04-30","5391","0","0","0","0","64.56","81.1","456.17","70.82","369.93","216","23786","305","28300","475.36","2377.66","1260.77","352","1284.64","675"
"2021-05-06","5665","","","","","","","","","","","","","","","","","","",""
"2021-05-07","5678","35.14","6.75","7.03","1","64.56","82.63","456.17","71.48","376.93","218","23786","305","16900","400.13","","1237.57","340.82","1265.62",""
"2021-05-10","6012","","","","","","","","","","","","","","","","","","","651"
"2021-05-11","6086","","","","","","","","","","","","","","","","","","",""
"2021-05-12","6171","","","","","","","","","","","","","","","","","","",""
"2021-05-13","5915","","","","","","","","","","","","","","","","","","",""
"2021-05-14","5641","34.1","6.55","6.82","0.97","64.56","81.45","456.17","71.48","371.56","218","23786","305","21150","471","","1138.13","291.49","1195.72",""
"2021-05-17","5596","","","","","","","","","","","","","","","","","","",""
"2021-05-18","5610","","","","","","","","","","","","","","","","","","",""
"2021-05-19","5309","","","","","","","","","","","","","","","","","","",""
"2021-05-20","5186","","","","","","","","","","","","","","","","","","","608"
"2021-05-21","5112","34.1","6.55","6.82","0.97","64.56","81.25","456.17","71.15","370.62","217","23786","305","18700","425.21","","1083.54","302.96","1119.96",""
"2021-05-24","4974","","","","","","","","","","","","","","","","","","",""
"2021-05-25","4919","","","","","","","","","","","","","","","","","","",""
"2021-05-26","4667","","","","","","","","","","","","","","","","","","",""
"2021-05-27","4817","","","","","","","","","","","","","","","","","","",""
"2021-05-28","4933","10.93","2.1","2.19","0.31","64.56","81.34","456.17","69.51","371.04","212","23786","305","18800","376.38","","1078.2","330.51","1077.3",""
"2021-05-31","5027","","","","","","","","","","","","","","","2478.0635","","","","546"
"2021-06-01","5128","","","","","","","","","","","","","","","","","","",""
"2021-06-02","5002","","","","","","","","","","","","","","","","","","",""
"2021-06-03","5148","","","","","","","","","","","","","","","","","","",""
"2021-06-04","5159","14.06","2.7","2.81","0.4","64.56","81.62","456.17","72.13","372.32","220","23786","305","20500","408.15","","1042.37","308.4","1062.29",""
"2021-06-07","4959","","","","","","","","","","","","","","","","","","",""
"2021-06-08","5004","","","","","","","","","","","","","","","","","","",""
"2021-06-09","5035","","","","","","","","","","","","","","","","","","",""
"2021-06-10","5168","","","","","","","","","","","","","","","","","","","536"
"2021-06-11","5322","29.67","5.7","5.94","0.85","64.56","81.39","456.17","72.13","371.28","220","23786","305","20400","365.98","","1047.67","313.92","1061.5",""
"2021-06-15","5168","","","","","","","","","","","","","","","","","","",""
"2021-06-16","5014","","","","","","","","","","","","","","","","","","",""
"2021-06-17","5101","","","","","","","","","","","","","","","","","","",""
"2021-06-18","5061","49.19","9.45","9.84","1.41","64.56","83.3","456.17","72.79","380","222","23786","305","15600","343.54","","1084.13","330.41","1087.92",""
"2021-06-20","","","","","","","","","","","","","","","","","","","","562"
"2021-06-21","4889","","","","","","","","","","","","","","","","","","",""
"2021-06-22","4885","","","","","","","","","","","","","","","","","","",""
"2021-06-23","4934","","","","","","","","","","","","","","","","","","",""
"2021-06-24","4933","","","","","","","","","","","","","","","","","","",""
"2021-06-25","5066","41.38","7.95","8.28","1.18","64.56","82.73","456.17","70.82","377.4","216","23786","305","17200","345.48","","1116.05","352.07","1102.21",""
"2021-06-28","5070","","","","","","","","","","","","","","","","","","",""
"2021-06-29","5036","","","","","","","","","","","","","","","","","","",""
"2021-06-30","5147","","","","","","","","","","","","","","","2486.9443","","","","560"
"2021-07-01","5146","","","","","","","","","","","","","","","","","","",""
"2021-07-02","5124","0","0","0","0","64.56","77.29","456.17","64.92","352.59","198","23786","305","14500","324.52","","1144.12","355.79","1135.65",""
"2021-07-05","5222","","","","","","","","","","","","","","","","","","",""
"2021-07-06","5304","","","","","","","","","","","","","","","","","","",""
"2021-07-07","5439","","","","","","","","","","","","","","","","","","",""
"2021-07-08","5393","","","","","","","","","","","","","","","","","","",""
"2021-07-09","5428","21.86","4.2","4.38","0.63","64.56","75.51","456.17","66.89","344.47","204","23786","305","18100","333.18","","1155.41","342.64","1154.82",""
"2021-07-10","","","","","","","","","","","","","","","","","","","","584"
"2021-07-12","5432","","","","","","","","","","","","","","","","","","",""
"2021-07-13","5458","","","","","","","","","","","","","","","","","","",""
"2021-07-14","5580","","","","","","","","","","","","","","","","","","",""
"2021-07-15","5546","","","","","","","","","","","","","","","","","","",""
"2021-07-16","5559","14.06","2.7","2.81","0.4","64.56","77.75","456.17","67.54","354.68","206","23786","305","16300","358.54","","1151.55","324.58","1172.02",""
"2021-07-19","5568","","","","","","","","","","","","","","","","","","",""
"2021-07-20","5601","","","","","","","","","","","","","","","","","","","596"
"2021-07-21","5561","","","","","","","","","","","","","","","","","","",""
"2021-07-22","5648","","","","","","","","","","","","","","","","","","",""
"2021-07-23","5671","27.33","5.25","5.47","0.78","64.56","73.48","456.17","63.61","335.18","194","23786","305","15700","351.19","","1135.54","311.78","1167.36",""
"2021-07-26","5687","","","","","","","","","","","","","","","","","","",""
"2021-07-27","5613","","","","","","","","","","","","","","","","","","",""
"2021-07-28","5658","","","","","","","","","","","","","","","","","","",""
"2021-07-29","5753","","","","","","","","","","","","","","","","","","",""
"2021-07-30","5737","27.33","5.25","5.47","0.78","64.56","72.09","456.17","64.59","328.87","197","23786","305","14800","330.9","","1133.51","309.68","1177.42",""
"2021-07-31","","","","","","","","","","","","","","","","2108.145","","","","603"
"2021-08-02","5414","","","","","","","","","","","","","","","","","","",""
"2021-08-03","5247","","","","","","","","","","","","","","","","","","",""
"2021-08-04","5454","","","","","","","","","","","","","","","","","","",""
"2021-08-05","5373","","","","","","","","","","","","","","","","","","",""
"2021-08-06","5379","0","0","0","0","64.56","69.71","456.17","64.26","317.99","196","23786","305","14700","298.85","","1152.65","336.87","1170.58",""
"2021-08-09","5330","","","","","","","","","","","","","","","","","","",""
"2021-08-10","5437","","","","","","","","","","","","","","","","","","","596"
"2021-08-11","5597","","","","","","","","","","","","","","","","","","",""
"2021-08-12","5442","","","","","","","","","","","","","","","","","","",""
"2021-08-13","5482","0","0","0","0","64.56","70.39","456.17","63.28","321.08","193","23786","305","16100","326.85","","1146.88","340.47","1162.18",""
"2021-08-16","5328","","","","","","","","","","","","","","","","","","",""
"2021-08-17","5345","","","","","","","","","","","","","","","","","","",""
"2021-08-18","5144","","","","","","","","","","","","","","","","","","",""
"2021-08-19","5017","","","","","","","","","","","","","","","","","","",""
"2021-08-20","5100","0","0","0","0","64.56","71.18","456.17","63.28","324.68","193","23786","305","15300","337.4","","1134.16","340.61","1148.89","591"
"2021-08-23","5102","","","","","","","","","","","","","","","","","","",""
"2021-08-24","5235","","","","","","","","","","","","","","","","","","",""
"2021-08-25","5236","","","","","","","","","","","","","","","","","","",""
"2021-08-26","5108","","","","","","","","","","","","","","","","","","",""
"2021-08-27","5222","25.51","4.9","5.1","0.73","64.56","71.77","456.17","64.26","327.38","196","23786","305","16600","339.68","","1121.86","333.26","1144.5",""
"2021-08-30","5354","","","","","","","","","","","","","","","","","","",""
"2021-08-31","5308","","","","","","","","","","","","","","","2017.9871","","","","579"
"2021-09-01","5242","","","","","","","","","","","","","","","","","","",""
"2021-09-02","5273","","","","","","","","","","","","","","","","","","",""
"2021-09-03","5408","49.19","9.45","9.84","1.41","64.56","73.35","456.17","64.92","334.59","198","23786","305","18200","339.79","","1116.66","340.44","1132.93",""
"2021-09-06","5473","","","","","","","","","","","","","","","","","","",""
"2021-09-07","5494","","","","","","","","","","","","","","","","","","",""
"2021-09-08","5452","","","","","","","","","","","","","","","","","","",""
"2021-09-09","5682","","","","","","","","","","","","","","","","","","",""
"2021-09-10","5640","25.51","4.9","5.1","0.73","64.56","71.73","456.17","61.64","327.23","188","23786","305","19700","372.12","","1071.77","321.25","1099.01","560"
"2021-09-13","5642","","","","","","","","","","","","","","","","","","",""
"2021-09-14","5492","","","","","","","","","","","","","","","","","","",""
"2021-09-15","5518","","","","","","","","","","","","","","","","","","",""
"2021-09-16","5541","","","","","","","","","","","","","","","","","","",""
"2021-09-17","5478","25.51","4.9","5.1","0.73","64.56","67.33","456.17","58.36","307.15","178","23786","305","20100","342.56","","1036.36","306.13","1069",""
"2021-09-20","","","","","","","","","","","","","","","","","","","","538"
"2021-09-22","5656","","","","","","","","","","","","","","","","","","",""
"2021-09-23","5605","","","","","","","","","","","","","","","","","","",""
"2021-09-24","5468","25.51","4.9","5.1","0.73","64.56","59.4","456.17","50.16","270.97","153","23786","305","11800","324.82","","982.51","279.14","1033.48",""
"2021-09-27","5564","","","","","","","","","","","","","","","","","","",""
"2021-09-28","5634","","","","","","","","","","","","","","","","","","",""
"2021-09-29","5657","","","","","","","","","","","","","","","","","","",""
"2021-09-30","5706","","","","","","","","","","","","","","","1781.5949","","","","507"
"2021-10-01","","3.64","0.7","0.73","0.1","64.56","54.43","456.17","48.2","248.27","147","23786","305","21600","350.4","","880.38","241.73","942.72",""
"2021-10-08","5750","0","0","0","0","64.56","58.13","456.17","51.8","265.16","158","23786","305","8300","248.01","","897.53","237.93","973.67",""
"2021-10-10","","","","","","","","","","","","","","","","","","","","513"
"2021-10-11","5808","","","","","","","","","","","","","","","","","","",""
"2021-10-12","5562","","","","","","","","","","","","","","","","","","",""
"2021-10-13","5421","","","","","","","","","","","","","","","","","","",""
"2021-10-14","5465","","","","","","","","","","","","","","","","","","",""
"2021-10-15","5515","3.64","0.7","0.73","0.1","64.56","60.62","456.17","53.44","276.55","163","23786","305","18500","323.72","","850.36","235.14","905.18",""
"2021-10-18","5422","","","","","","","","","","","","","","","","","","",""
"2021-10-19","5546","","","","","","","","","","","","","","","","","","",""
"2021-10-20","5304","","","","","","","","","","","","","","","","","","","471"
"2021-10-21","4976","","","","","","","","","","","","","","","","","","",""
"2021-10-22","4900","3.64","0.7","0.73","0.1","64.56","59.8","456.17","54.75","272.77","167","23786","305","16800","291.37","","831.76","242.66","865.92",""
"2021-10-25","4825","","","","","","","","","","","","","","","","","","",""
"2021-10-26","4917","","","","","","","","","","","","","","","","","","",""
"2021-10-27","4655","","","","","","","","","","","","","","","","","","",""
"2021-10-28","4712","","","","","","","","","","","","","","","","","","",""
"2021-10-29","4646","0","0","0","0","64.56","63.7","456.17","56.07","290.56","171","23786","305","16500","303.8","","818.52","260.39","819.45",""
"2021-10-31","","","","","","","","","","","","","","","","1901.9364","","","","429"
"2021-11-01","4509","","","","","","","","","","","","","","","","","","",""
"2021-11-02","4230","","","","","","","","","","","","","","","","","","",""
"2021-11-03","4385","","","","","","","","","","","","","","","","","","",""
"2021-11-04","4226","","","","","","","","","","","","","","","","","","",""
"2021-11-05","4247","0","0","0","0","64.56","63.22","456.17","55.41","288.4","169","23786","305","15900","292.85","","814.07","280.12","784.18",""
"2021-11-08","4312","","","","","","","","","","","","","","","","","","",""
"2021-11-09","4257","","","","","","","","","","","","","","","","","","",""
"2021-11-10","4246","","","","","","","","","","","","","","","","","","","399"
"2021-11-11","4443","","","","","","","","","","","","","","","","","","",""
"2021-11-12","4249","10.93","2.1","2.19","0.31","64.56","61.96","456.17","53.44","282.65","163","23786","305","16900","308.49","","788.23","285.95","743.72",""
"2021-11-15","4138","","","","","","","","","","","","","","","","","","",""
"2021-11-16","4128","","","","","","","","","","","","","","","","","","",""
"2021-11-17","4216","","","","","","","","","","","","","","","","","","",""
"2021-11-18","4169","","","","","","","","","","","","","","","","","","",""
"2021-11-19","4285","14.58","2.8","2.92","0.42","64.56","59.3","456.17","53.77","270.5","164","23786","305","16700","305.02","","753.71","280.06","694.36",""
"2021-11-20","","","","","","","","","","","","","","","","","","","","369"
"2021-11-22","4300","","","","","","","","","","","","","","","","","","",""
"2021-11-23","4315","","","","","","","","","","","","","","","","","","",""
"2021-11-24","4502","","","","","","","","","","","","","","","","","","",""
"2021-11-25","4471","","","","","","","","","","","","","","","","","","",""
"2021-11-26","4104","0","0","0","0","64.56","59.66","456.17","51.8","272.17","158","23786","305","17500","318.14","","707.74","264.97","646.39",""
"2021-11-29","4145","","","","","","","","","","","","","","","","","","",""
"2021-11-30","4163","","","","","","","","","","","","","","","1796.2022","","","","347"
"2021-12-01","4306","","","","","","","","","","","","","","","","","","",""
"2021-12-02","4288","","","","","","","","","","","","","","","","","","",""
"2021-12-03","4384","7.29","1.4","1.46","0.21","64.56","60.77","456.17","52.79","277.21","161","23786","305","17600","342.62","","642.33","228.66","606.3",""
"2021-12-06","4359","","","","","","","","","","","","","","","","","","",""
"2021-12-07","4450","","","","","","","","","","","","","","","","","","",""
"2021-12-08","4350","","","","","","","","","","","","","","","","","","",""
"2021-12-09","4293","","","","","","","","","","","","","","","","","","",""
"2021-12-10","4322","0","0","0","0","64.56","60.2","456.17","51.15","274.62","156","23786","305","16600","323.63","","593.32","204.85","574.45","329"
"2021-12-13","4415","","","","","","","","","","","","","","","","","","",""
"2021-12-14","4382","","","","","","","","","","","","","","","","","","",""
"2021-12-15","4441","","","","","","","","","","","","","","","","","","",""
"2021-12-16","4529","","","","","","","","","","","","","","","","","","",""
"2021-12-17","4505","0","0","0","0","64.56","59.93","456.17","50.49","273.38","154","23786","305","17100","313.56","","553.14","191.92","545.77",""
"2021-12-20","4475","","","","","","","","","","","","","","","","","","","306"
"2021-12-21","4473","","","","","","","","","","","","","","","","","","",""
"2021-12-22","4438","","","","","","","","","","","","","","","","","","",""
"2021-12-23","4479","","","","","","","","","","","","","","","","","","",""
"2021-12-24","4519","0","0","0","0","64.56","58.08","456.17","49.51","264.96","151","23786","305","15500","298.56","","519.54","177.57","518.17",""
"2021-12-27","4307","","","","","","","","","","","","","","","","","","",""
"2021-12-28","4319","","","","","","","","","","","","","","","","","","",""
"2021-12-29","4315","","","","","","","","","","","","","","","","","","",""
"2021-12-30","4282","","","","","","","","","","","","","","","","","","",""
"2021-12-31","4315","0","0","0","0","64.56","59","456.17","51.15","269.12","156","23786","305","14300","267.73","2023.3166","520.93","181.51","516.99","298"
"2022-01-04","4395","","","","","","","","","","","","","","","","","","",""
"2022-01-05","4444","","","","","","","","","","","","","","","","","","",""
"2022-01-06","4494","","","","","","","","","","","","","","","","","","",""
"2022-01-07","4526","0","0","0","0","64.56","61.5","456.17","52.13","280.53","159","23786","305","12100","270.9","","530.56","186.58","515.83",""
"2022-01-10","4492","","","","","","","","","","","","","","","","","","","304"
"2022-01-11","4589","","","","","","","","","","","","","","","","","","",""
"2022-01-12","4632","","","","","","","","","","","","","","","","","","",""
"2022-01-13","4633","","","","","","","","","","","","","","","","","","",""
"2022-01-14","4664","0","0","0","0","64.56","62.34","456.17","47.87","284.39","146","23786","305","12800","264.82","","550.13","180.1","549.12",""
"2022-01-17","4553","","","","","","","","","","","","","","","","","","",""
"2022-01-18","4599","","","","","","","","","","","","","","","","","","",""
"2022-01-19","4713","","","","","","","","","","","","","","","","","","",""
"2022-01-20","4713","","","","","","","","","","","","","","","","","","","362"
"2022-01-21","4711","0","0","0","0","64.56","57.78","456.17","45.57","263.59","139","23786","305","6800","218.23","","595.49","178.52","612.81",""
"2022-01-24","4665","","","","","","","","","","","","","","","","","","",""
"2022-01-25","4722","","","","","","","","","","","","","","","","","","",""
"2022-01-26","4694","","","","","","","","","","","","","","","","","","",""
"2022-01-27","4673","","","","","","","","","","","","","","","","","","",""
"2022-01-28","4829","0","0","0","0","64.56","57.15","456.17","43.93","260.68","134","23786","305","3600","147.62","","708.55","191.11","760.07",""
"2022-01-31","","","","","","","","","","","","","","","","","","","","412"
"2022-02-04","","0","0","0","0","64.56","56.03","456.17","42.62","255.6","130","23786","305","","37.43","","1020.22","319.1","1012.15",""
"2022-02-07","4847","","","","","","","","","","","","","","","","","","",""
"2022-02-08","4912","","","","","","","","","","","","","","","","","","",""
"2022-02-09","4843","","","","","","","","","","","","","","","","","","",""
"2022-02-10","4955","","","","","","","","","","","","","","","","","","","589"
"2022-02-11","4905","0","0","0","0","64.56","53.48","456.17","40.98","243.98","125","23786","305","1560","60.68","","1110.02","325.31","1131.54",""
"2022-02-14","4817","","","","","","","","","","","","","","","","","","",""
"2022-02-15","4728","","","","","","","","","","","","","","","","","","",""
"2022-02-16","4832","","","","","","","","","","","","","","","","","","",""
"2022-02-17","4686","","","","","","","","","","","","","","","","","","",""
"2022-02-18","4779","0","0","0","0","64.56","56.12","456.17","47.54","255.98","145","23786","305","5250","164.57","","1201.43","315.93","1268.67",""
"2022-02-20","","","","","","","","","","","","","","","","","","","","702"
"2022-02-21","4845","","","","","","","","","","","","","","","","","","",""
"2022-02-22","4734","","","","","","","","","","","","","","","","","","",""
"2022-02-23","4786","","","","","","","","","","","","","","","","","","",""
"2022-02-24","4637","","","","","","","","","","","","","","","","","","",""
"2022-02-25","4617","10.93","2.1","2.19","0.31","64.56","59.97","456.17","50.49","273.55","154","23786","305","9680","188.99","","1285.99","320.71","1363.2",""
"2022-02-28","4693","","","","","","","","","","","","","","","","","","","754"
"2022-03-01","4837","","","","","","","","","","","","","","","","","","",""
"2022-03-02","4860","","","","","","","","","","","","","","","","","","",""
"2022-03-03","4880","","","","","","","","","","","","","","","","","","",""
"2022-03-04","4901","25.51","4.9","5.1","0.73","64.56","63.63","456.17","53.44","290.28","163","23786","305","15100","255.53","","1320.74","320.3","1402",""
"2022-03-07","5094","","","","","","","","","","","","","","","","","","",""
"2022-03-08","4956","","","","","","","","","","","","","","","","","","",""
"2022-03-09","4907","","","","","","","","","","","","","","","","","","",""
"2022-03-10","4896","","","","","","","","","","","","","","","","","","","758"
"2022-03-11","4917","10.93","2.1","2.19","0.31","64.56","65.04","456.17","55.08","296.69","168","23786","305","16200","333.24","","1284.19","292.28","1382.33",""
"2022-03-14","4695","","","","","","","","","","","","","","","","","","",""
"2022-03-15","4753","","","","","","","","","","","","","","","","","","",""
"2022-03-16","4904","","","","","","","","","","","","","","","","","","",""
"2022-03-17","4902","","","","","","","","","","","","","","","","","","",""
"2022-03-18","4953","15.62","3","3.13","0.45","64.56","65.98","456.17","55.74","301","170","23786","305","14500","308.38","","1276.81","307.75","1356.85",""
"2022-03-20","","","","","","","","","","","","","","","","","","","","745"
"2022-03-21","4923","","","","","","","","","","","","","","","","","","",""
"2022-03-22","4918","","","","","","","","","","","","","","","","","","",""
"2022-03-23","4983","","","","","","","","","","","","","","","","","","",""
"2022-03-24","4945","","","","","","","","","","","","","","","","","","",""
"2022-03-25","5013","2.6","0.5","0.52","0.07","64.56","68.21","456.17","55.41","311.15","169","23786","305","12500","307.39","","1280.57","313.95","1351.17",""
"2022-03-28","5058","","","","","","","","","","","","","","","","","","",""
"2022-03-29","5012","","","","","","","","","","","","","","","","","","",""
"2022-03-30","5034","","","","","","","","","","","","","","","","","","",""
"2022-03-31","5061","","","","","","","","","","","","","","","2046.037","","","","729"
"2022-04-01","5160","0","0","0","0","64.56","66.5","456.17","54.75","303.37","167","23786","305","6800","310.8","","1273.14","307.03","1348.48",""
"2022-04-06","5121","","","","","","","","","","","","","","","","","","",""
"2022-04-07","5070","","","","","","","","","","","","","","","","","","",""
"2022-04-08","5019","0","0","0","0","64.56","67.91","456.17","56.39","309.76","172","23786","305","1200","296.16","","1286.74","317.39","1351.16",""
"2022-04-10","","","","","","","","","","","","","","","","","","","","722"
"2022-04-11","4867","","","","","","","","","","","","","","","","","","",""
"2022-04-12","5035","","","","","","","","","","","","","","","","","","",""
"2022-04-13","4915","","","","","","","","","","","","","","","","","","",""
"2022-04-14","5004","","","","","","","","","","","","","","","","","","",""
"2022-04-15","5049","2.08","0.4","0.42","0.06","64.56","67.36","456.17","55.41","307.29","169","23786","305","0","311.78","","1282.25","340.01","1315.62",""
"2022-04-18","5063","","","","","","","","","","","","","","","","","","",""
"2022-04-19","5011","","","","","","","","","","","","","","","","","","",""
"2022-04-20","5106","","","","","","","","","","","","","","","","","","","713"
"2022-04-21","5058","","","","","","","","","","","","","","","","","","",""
"2022-04-22","4964","5.21","1","1.04","0.15","64.56","67.3","456.17","55.41","307","169","23786","305","0","329.13","","1260.12","334.93","1287.67",""
"2022-04-25","4778","","","","","","","","","","","","","","","","","","",""
"2022-04-26","4829","","","","","","","","","","","","","","","","","","",""
"2022-04-27","4864","","","","","","","","","","","","","","","","","","",""
"2022-04-28","4850","","","","","","","","","","","","","","","","","","",""
"2022-04-29","4910","15.62","3","3.13","0.45","64.56","65.95","456.17","54.43","300.83","166","23786","305","0","327.1","","1233.85","338.56","1254.21",""
"2022-04-30","","","","","","","","","","","","","","","","2055.1797","","","","667"
"2022-05-05","4923","","","","","","","","","","","","","","","","","","",""
"2022-05-06","4734","18.22","3.5","3.65","0.52","64.56","67.41","456.17","55.41","307.51","169","23786","305","0","302.01","","1239.35","340.39","1267.13",""
"2022-05-09","4654","","","","","","","","","","","","","","","","","","",""
"2022-05-10","4607","","","","","","","","","","","","","","","","","","","646"
"2022-05-11","4681","","","","","","","","","","","","","","","","","","",""
"2022-05-12","4612","","","","","","","","","","","","","","","","","","",""
"2022-05-13","4670","18.22","3.5","3.65","0.52","64.56","67.99","456.17","54.75","310.14","167","23786","305","1100","327.25","","1222.24","361.07","1217.98",""
"2022-05-16","4679","","","","","","","","","","","","","","","","","","",""
"2022-05-17","4650","","","","","","","","","","","","","","","","","","",""
"2022-05-18","4532","","","","","","","","","","","","","","","","","","",""
"2022-05-19","4579","","","","","","","","","","","","","","","","","","",""
"2022-05-20","4638","18.22","3.5","3.65","0.52","64.56","64.7","456.17","53.44","295.13","163","23786","305","1600","310.61","","1206.76","363.36","1202.61","619"
"2022-05-23","4604","","","","","","","","","","","","","","","","","","",""
"2022-05-24","4468","","","","","","","","","","","","","","","","","","",""
"2022-05-25","4541","","","","","","","","","","","","","","","","","","",""
"2022-05-26","4505","","","","","","","","","","","","","","","","","","",""
"2022-05-27","4576","18.22","3.5","3.65","0.52","64.56","64.45","456.17","52.79","293.98","161","23786","305","1300","308.16","","1192.58","367.59","1182.29",""
"2022-05-30","4621","","","","","","","","","","","","","","","","","","",""
"2022-05-31","4684","","","","","","","","","","","","","","","2181.1178","","","","617"
"2022-06-01","4712","","","","","","","","","","","","","","","","","","",""
"2022-06-02","4788","","","","","","","","","","","","","","","","","","",""
"2022-06-03","","18.22","3.5","3.65","0.52","64.56","65.24","456.17","52.13","297.62","159","23786","305","6200","322.47","","1167.73","343.9","1183.41",""
"2022-06-06","4750","","","","","","","","","","","","","","","","","","",""
"2022-06-07","4719","","","","","","","","","","","","","","","","","","",""
"2022-06-08","4795","","","","","","","","","","","","","","","","","","",""
"2022-06-09","4791","","","","","","","","","","","","","","","","","","",""
"2022-06-10","4793","18.22","3.5","3.65","0.52","64.56","66.99","456.17","53.77","305.6","164","23786","305","6800","289.48","","1183.85","332.8","1219.98","636"
"2022-06-13","4691","","","","","","","","","","","","","","","","","","",""
"2022-06-14","4617","","","","","","","","","","","","","","","","","","",""
"2022-06-15","4547","","","","","","","","","","","","","","","","","","",""
"2022-06-16","4506","","","","","","","","","","","","","","","","","","",""
"2022-06-17","4354","18.22","3.5","3.65","0.52","64.56","66.94","456.17","53.44","305.34","163","23786","305","6100","280.54","","1208.65","340.06","1241.85",""
"2022-06-20","4149","","","","","","","","","","","","","","","","","","","659"
"2022-06-21","4224","","","","","","","","","","","","","","","","","","",""
"2022-06-22","4128","","","","","","","","","","","","","","","","","","",""
"2022-06-23","4235","","","","","","","","","","","","","","","","","","",""
"2022-06-24","4189","18.22","3.5","3.65","0.52","64.56","63.12","456.17","47.21","287.91","144","23786","305","6900","301.26","","1195.3","358.7","1200.64",""
"2022-06-27","4274","","","","","","","","","","","","","","","","","","",""
"2022-06-28","4349","","","","","","","","","","","","","","","","","","",""
"2022-06-29","4360","","","","","","","","","","","","","","","","","","",""
"2022-06-30","4378","","","","","","","","","","","","","","","2000.7135","","","","626"
"2022-07-01","4265","18.22","3.5","3.65","0.52","64.56","59.16","456.17","47.21","269.86","144","23786","305","7600","323.54","","1141.62","333.43","1162.4",""
"2022-07-04","4168","","","","","","","","","","","","","","","","","","",""
"2022-07-05","4238","","","","","","","","","","","","","","","","","","",""
"2022-07-06","4245","","","","","","","","","","","","","","","","","","",""
"2022-07-07","4209","","","","","","","","","","","","","","","","","","",""
"2022-07-08","4196","18.22","3.5","3.65","0.52","64.56","55.82","456.17","44.26","254.61","135","23786","305","7200","304.88","","1091.35","321.65","1118.78",""
"2022-07-10","","","","","","","","","","","","","","","","","","","","588"
"2022-07-11","4049","","","","","","","","","","","","","","","","","","",""
"2022-07-12","3910","","","","","","","","","","","","","","","","","","",""
"2022-07-13","3910","","","","","","","","","","","","","","","","","","",""
"2022-07-14","3833","","","","","","","","","","","","","","","","","","",""
"2022-07-15","3589","18.22","3.5","3.65","0.52","64.56","53.84","456.17","44.26","245.61","135","23786","305","7300","298.15","","1038.81","311.66","1058.7",""
"2022-07-18","3780","","","","","","","","","","","","","","","","","","",""
"2022-07-19","3774","","","","","","","","","","","","","","","","","","",""
"2022-07-20","3830","","","","","","","","","","","","","","","","","","","547"
"2022-07-21","3831","","","","","","","","","","","","","","","","","","",""
"2022-07-22","3863","18.22","3.5","3.65","0.52","64.56","50.48","456.17","42.62","230.29","130","23786","305","8600","304.69","","964.41","281.75","994.4",""
"2022-07-25","3859","","","","","","","","","","","","","","","","","","",""
"2022-07-26","3888","","","","","","","","","","","","","","","","","","",""
"2022-07-27","3916","","","","","","","","","","","","","","","","","","",""
"2022-07-28","4058","","","","","","","","","","","","","","","","","","",""
"2022-07-29","3996","18.22","3.5","3.65","0.52","64.56","50.94","456.17","41.64","232.37","127","23786","305","10200","310.92","","885.86","243.97","936.16",""
"2022-07-31","","","","","","","","","","","","","","","","1707.7677","","","","492"
"2022-08-01","4093","","","","","","","","","","","","","","","","","","",""
"2022-08-02","4104","","","","","","","","","","","","","","","","","","",""
"2022-08-03","4063","","","","","","","","","","","","","","","","","","",""
"2022-08-04","3980","","","","","","","","","","","","","","","","","","",""
"2022-08-05","4036","18.22","3.5","3.65","0.52","64.56","53.84","456.17","43.93","245.59","134","23786","305","10800","312.1","","819.35","216.32","887.45",""
"2022-08-08","4136","","","","","","","","","","","","","","","","","","",""
"2022-08-09","4089","","","","","","","","","","","","","","","","","","",""
"2022-08-10","4066","","","","","","","","","","","","","","","","","","","458"
"2022-08-11","4108","","","","","","","","","","","","","","","","","","",""
"2022-08-12","4150","18.22","3.5","3.65","0.52","64.56","55.44","456.17","43.93","252.88","134","23786","305","10100","289.49","","782.74","213.59","848.02",""
"2022-08-15","4126","","","","","","","","","","","","","","","","","","",""
"2022-08-16","4153","","","","","","","","","","","","","","","","","","",""
"2022-08-17","3993","","","","","","","","","","","","","","","","","","",""
"2022-08-18","4041","","","","","","","","","","","","","","","","","","",""
