date,close,唐山55家调坯轧钢铁企业：螺纹钢：产能利用率（周）,唐山55家调坯轧钢铁企业：螺纹钢：产量（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：需求量：钢坯（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：日均需求量：钢坯（周）,螺纹钢：建筑钢材钢铁企业：产能估算覆盖率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能利用率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能：中国（周）,螺纹钢：建筑钢材钢铁企业：开工率：中国（周）,螺纹钢：建筑钢材钢铁企业：实际产量：中国（周）,螺纹钢：建筑钢材钢铁企业：实际开工条数：中国（周）,螺纹钢：建筑钢材钢铁企业：覆盖产能：中国（周）,螺纹钢：建筑钢材钢铁企业：产线条数：中国（周）,建筑用钢：终端市场：采购量：上海（周）,螺纹钢：消费量：中国（周）,钢筋：表观消费量：中国（月）,螺纹钢：库存：中国（周）,螺纹钢：建筑钢材钢铁企业：厂内库存：中国（周）,螺纹钢：132城市429仓库：社会库存：中国（周）,螺纹钢：社会库存：中国（旬）
"2017-02-23","3483","","","","","","","","","","","","","","","","","","",""
"2017-02-24","3498","","","","","64.56","58.2","456.17","63.9","265.31","195","23786","305","34499","312.35","","1165.09","298.21","",""
"2017-02-27","3612","","","","","","","","","","","","","","","","","","",""
"2017-02-28","3471","","","","","","","","","","","","","","","","","","",""
"2017-03-01","3542","","","","","","","","","","","","","","","","","","",""
"2017-03-02","3553","","","","","","","","","","","","","","","","","","",""
"2017-03-03","3566","","","","","64.56","59.8","456.17","64.9","272.9","198","23786","305","38802","319.7","","1118.29","288.02","",""
"2017-03-06","3467","","","","","","","","","","","","","","","","","","",""
"2017-03-07","3494","","","","","","","","","","","","","","","","","","",""
"2017-03-08","3425","","","","","","","","","","","","","","","","","","",""
"2017-03-09","3389","","","","","","","","","","","","","","","","","","",""
"2017-03-10","3402","","","","","64.56","60.4","456.17","65.9","275.7","201","23786","305","26870","328.22","","1065.77","284.48","",""
"2017-03-13","3604","","","","","","","","","","","","","","","","","","",""
"2017-03-14","3594","","","","","","","","","","","","","","","","","","",""
"2017-03-15","3641","","","","","","","","","","","","","","","","","","",""
"2017-03-16","3625","","","","","","","","","","","","","","","","","","",""
"2017-03-17","3575","","","","","64.56","63.5","456.17","69.2","289.55","211","23786","305","37650","329.52","","1025.8","272.68","",""
"2017-03-20","3581","","","","","","","","","","","","","","","","","","",""
"2017-03-21","3229","","","","","","","","","","","","","","","","","","",""
"2017-03-22","3117","","","","","","","","","","","","","","","","","","",""
"2017-03-23","3127","","","","","","","","","","","","","","","","","","",""
"2017-03-24","3140","","","","","64.56","63.9","456.17","70.5","291.28","215","23786","305","26433","316.44","","1000.64","268.5","",""
"2017-03-27","3057","","","","","","","","","","","","","","","","","","",""
"2017-03-28","3050","","","","","","","","","","","","","","","","","","",""
"2017-03-29","3169","","","","","","","","","","","","","","","","","","",""
"2017-03-30","3142","","","","","","","","","","","","","","","","","","",""
"2017-03-31","3152","","","","","64.56","64.6","456.17","72.8","294.8","222","23786","305","30890","321.25","1669.4","974.19","276.72","",""
"2017-04-05","3222","","","","","","","","","","","","","","","","","","",""
"2017-04-06","3162","","","","","","","","","","","","","","","","","","",""
"2017-04-07","3038","","","","","64.56","66.6","456.17","73.4","303.96","224","23786","305","25060","313.31","","964.84","286.46","",""
"2017-04-10","3000","","","","","","","","","","","","","","","","","","",""
"2017-04-11","2982","","","","","","","","","","","","","","","","","","",""
"2017-04-12","2893","","","","","","","","","","","","","","","","","","",""
"2017-04-13","2917","","","","","","","","","","","","","","","","","","",""
"2017-04-14","2942","","","","","64.56","67.9","456.17","75.4","309.6","230","23786","305","43830","338.61","","935.83","303.24","",""
"2017-04-17","2912","","","","","","","","","","","","","","","","","","",""
"2017-04-18","2824","","","","","","","","","","","","","","","","","","",""
"2017-04-19","2852","","","","","","","","","","","","","","","","","","",""
"2017-04-20","2889","","","","","","","","","","","","","","","","","","",""
"2017-04-21","2928","","","","","64.56","69.1","456.17","75.1","315.38","229","23786","305","41700","360.9","","890.31","305.29","",""
"2017-04-24","2927","","","","","","","","","","","","","","","","","","",""
"2017-04-25","2948","","","","","","","","","","","","","","","","","","",""
"2017-04-26","2967","","","","","","","","","","","","","","","","","","",""
"2017-04-27","3016","","","","","","","","","","","","","","","","","","",""
"2017-04-28","3115","","","","","64.56","68.6","456.17","74.8","312.75","228","23786","305","44100","388.86","","814.2","282.73","",""
"2017-04-30","","","","","","","","","","","","","","","","1777.43","","","",""
"2017-05-02","3134","","","","","","","","","","","","","","","","","","",""
"2017-05-03","3131","","","","","","","","","","","","","","","","","","",""
"2017-05-04","2931","","","","","","","","","","","","","","","","","","",""
"2017-05-05","2931","","","","","64.56","70.2","456.17","75.7","320.03","231","23786","305","35501","390.09","","744.14","245.12","",""
"2017-05-08","3004","","","","","","","","","","","","","","","","","","",""
"2017-05-09","3016","","","","","","","","","","","","","","","","","","",""
"2017-05-10","3077","","","","","","","","","","","","","","","","","","",""
"2017-05-11","3060","","","","","","","","","","","","","","","","","","",""
"2017-05-12","2941","","","","","64.56","69.3","456.17","75.1","316.1","229","23786","305","43814","350.18","","710.06","238.13","",""
"2017-05-15","2991","","","","","","","","","","","","","","","","","","",""
"2017-05-16","2999","","","","","","","","","","","","","","","","","","",""
"2017-05-17","3110","","","","","","","","","","","","","","","","","","",""
"2017-05-18","3144","","","","","","","","","","","","","","","","","","",""
"2017-05-19","3244","","","","","64.56","67.8","456.17","71.8","309.22","219","23786","305","46530","360.45","","658.83","226.21","",""
"2017-05-22","3342","","","","","","","","","","","","","","","","","","",""
"2017-05-23","3295","","","","","","","","","","","","","","","","","","",""
"2017-05-24","3246","","","","","","","","","","","","","","","","","","",""
"2017-05-25","3219","","","","","","","","","","","","","","","","","","",""
"2017-05-26","3240","","","","","64.56","67.1","456.17","71.1","306.08","217","23786","305","42100","342.94","","621.97","222.31","",""
"2017-05-31","3095","","","","","","","","","","","","","","","1823.77","","","",""
"2017-06-01","3092","","","","","","","","","","","","","","","","","","",""
"2017-06-02","3026","","","","","64.56","68.6","456.17","74.8","313","228","23786","305","25130","309.57","","625.4","228.24","",""
"2017-06-05","2939","","","","","","","","","","","","","","","","","","",""
"2017-06-06","2959","","","","","","","","","","","","","","","","","","",""
"2017-06-07","2962","","","","","","","","","","","","","","","","","","",""
"2017-06-08","2968","","","","","","","","","","","","","","","","","","",""
"2017-06-09","3017","","","","","64.56","70.8","456.17","74.8","322.94","228","23786","305","38350","310.79","","637.55","247.59","",""
"2017-06-12","3033","","","","","","","","","","","","","","","","","","",""
"2017-06-13","2935","","","","","","","","","","","","","","","","","","",""
"2017-06-14","3084","","","","","","","","","","","","","","","","","","",""
"2017-06-15","3111","","","","","","","","","","","","","","","","","","",""
"2017-06-16","3091","","","","","64.56","71.7","456.17","77.4","327.26","236","23786","305","32889","326.92","","637.89","248.24","",""
"2017-06-19","3140","","","","","","","","","","","","","","","","","","",""
"2017-06-20","3109","","","","","","","","","","","","","","","","","","",""
"2017-06-21","3069","","","","","","","","","","","","","","","","","","",""
"2017-06-22","3031","","","","","","","","","","","","","","","","","","",""
"2017-06-23","3104","","","","","64.56","72.3","456.17","77","329.81","235","23786","305","23800","331.2","","636.5","246.6","",""
"2017-06-26","3148","","","","","","","","","","","","","","","","","","",""
"2017-06-27","3224","","","","","","","","","","","","","","","","","","",""
"2017-06-28","3279","","","","","","","","","","","","","","","","","","",""
"2017-06-29","3297","","","","","","","","","","","","","","","","","","",""
"2017-06-30","3347","","","","","64.56","72.7","456.17","77.7","331.54","237","23786","305","32578","341.07","1884.87","626.97","239.22","",""
"2017-07-03","3413","","","","","","","","","","","","","","","","","","",""
"2017-07-04","3360","","","","","","","","","","","","","","","","","","",""
"2017-07-05","3420","","","","","","","","","","","","","","","","","","",""
"2017-07-06","3417","","","","","","","","","","","","","","","","","","",""
"2017-07-07","3428","","","","","64.56","72.9","456.17","78","332.6","238","23786","305","38420","334.88","","624.69","234.51","",""
"2017-07-10","3442","","","","","","","","","","","","","","","","","","",""
"2017-07-11","3565","","","","","","","","","","","","","","","","","","",""
"2017-07-12","3575","","","","","","","","","","","","","","","","","","",""
"2017-07-13","3657","","","","","","","","","","","","","","","","","","",""
"2017-07-14","3551","","","","","64.56","73.29","456.17","78.03","334.34","238","23786","305","34112","345.88","","613.15","225.2","",""
"2017-07-17","3627","","","","","","","","","","","","","","","","","","",""
"2017-07-18","3586","","","","","","","","","","","","","","","","","","",""
"2017-07-19","3679","","","","","","","","","","","","","","","","","","",""
"2017-07-20","3496","","","","","","","","","","","","","","","","","","",""
"2017-07-21","3525","","","","","64.56","73.36","456.17","78.36","334.66","239","23786","305","","319.5","","628.31","228","",""
"2017-07-24","3516","","","","","","","","","","","","","","","","","","",""
"2017-07-25","3568","","","","","","","","","","","","","","","","","","",""
"2017-07-26","3568","","","","","","","","","","","","","","","","","","",""
"2017-07-27","3570","","","","","","","","","","","","","","","","","","",""
"2017-07-28","3558","","","","","64.56","72.6","456.17","76.72","331.16","234","23786","305","26939","303.92","","655.55","237.62","",""
"2017-07-31","3733","","","","","","","","","","","","","","","1864.09","","","",""
"2017-08-01","3698","","","","","","","","","","","","","","","","","","",""
"2017-08-02","3725","","","","","","","","","","","","","","","","","","",""
"2017-08-03","3776","","","","","","","","","","","","","","","","","","",""
"2017-08-04","3882","","","","","64.56","72.37","456.17","76.39","330.11","233","23786","305","34592","335.97","","649.69","233.74","",""
"2017-08-07","3928","","","","","","","","","","","","","","","","","","",""
"2017-08-08","3884","","","","","","","","","","","","","","","","","","",""
"2017-08-09","4006","","","","","","","","","","","","","","","","","","",""
"2017-08-10","3964","","","","","","","","","","","","","","","","","","",""
"2017-08-11","3862","","","","","64.56","72.47","456.17","76.39","330.58","233","23786","305","32438","332.88","","647.39","224.84","",""
"2017-08-14","3807","","","","","","","","","","","","","","","","","","",""
"2017-08-15","3747","","","","","","","","","","","","","","","","","","",""
"2017-08-16","3707","","","","","","","","","","","","","","","","","","",""
"2017-08-17","3809","","","","","","","","","","","","","","","","","","",""
"2017-08-18","3895","","","","","64.56","72.29","456.17","75.41","329.76","230","23786","305","31301","307.96","","669.19","239.01","",""
"2017-08-21","3962","","","","","","","","","","","","","","","","","","",""
"2017-08-22","3933","","","","","","","","","","","","","","","","","","",""
"2017-08-23","3779","","","","","","","","","","","","","","","","","","",""
"2017-08-24","3858","","","","","","","","","","","","","","","","","","",""
"2017-08-25","3930","","","","","64.56","71.2","456.17","74.75","324.78","228","23786","305","29530","328.38","","665.59","227.72","",""
"2017-08-28","3932","","","","","","","","","","","","","","","","","","",""
"2017-08-29","3882","","","","","","","","","","","","","","","","","","",""
"2017-08-30","3868","","","","","","","","","","","","","","","","","","",""
"2017-08-31","3927","","","","","","","","","","","","","","","1858.14","","","",""
"2017-09-01","4062","","","","","64.56","70.59","456.17","74.75","322.02","228","23786","305","26975","306.01","","681.6","232.67","",""
"2017-09-04","4060","","","","","","","","","","","","","","","","","","",""
"2017-09-05","4084","","","","","","","","","","","","","","","","","","",""
"2017-09-06","3986","","","","","","","","","","","","","","","","","","",""
"2017-09-07","3958","","","","","","","","","","","","","","","","","","",""
"2017-09-08","3916","","","","","64.56","70.58","456.17","75.08","321.97","229","23786","305","30910","321.67","","681.9","221.72","",""
"2017-09-11","3915","","","","","","","","","","","","","","","","","","",""
"2017-09-12","3959","","","","","","","","","","","","","","","","","","",""
"2017-09-13","3914","","","","","","","","","","","","","","","","","","",""
"2017-09-14","3831","","","","","","","","","","","","","","","","","","",""
"2017-09-15","3805","","","","","64.56","71.69","456.17","75.74","327.03","231","23786","305","32530","311.36","","697.57","225.55","",""
"2017-09-18","3801","","","","","","","","","","","","","","","","","","",""
"2017-09-19","3740","","","","","","","","","","","","","","","","","","",""
"2017-09-20","3758","","","","","","","","","","","","","","","","","","",""
"2017-09-21","3655","","","","","","","","","","","","","","","","","","",""
"2017-09-22","3554","","","","","64.56","72.13","456.17","77.05","329.03","235","23786","305","33495","331.29","","695.31","233.81","",""
"2017-09-25","3603","","","","","","","","","","","","","","","","","","",""
"2017-09-26","3614","","","","","","","","","","","","","","","","","","",""
"2017-09-27","3679","","","","","","","","","","","","","","","","","","",""
"2017-09-28","3606","","","","","","","","","","","","","","","","","","",""
"2017-09-29","3695","","","","","64.56","72.39","456.17","77.7","330.24","237","23786","305","42123","368.79","","656.76","226.53","",""
"2017-09-30","","","","","","","","","","","","","","","","1825.03","","","",""
"2017-10-06","","","","","","64.56","71.37","456.17","76.72","325.56","234","23786","305","","257.1","","725.22","259.26","",""
"2017-10-09","3701","","","","","","","","","","","","","","","","","","",""
"2017-10-10","3553","","","","","","","","","","","","","","","","","","",""
"2017-10-11","3523","","","","","","","","","","","","","","","","","","",""
"2017-10-12","3667","","","","","","","","","","","","","","","","","","",""
"2017-10-13","3815","","","","","64.56","72.03","456.17","77.05","328.57","235","23786","305","41108","327.25","","726.54","255.41","",""
"2017-10-16","3824","","","","","","","","","","","","","","","","","","",""
"2017-10-17","3740","","","","","","","","","","","","","","","","","","",""
"2017-10-18","3686","","","","","","","","","","","","","","","","","","",""
"2017-10-19","3604","","","","","","","","","","","","","","","","","","",""
"2017-10-20","3776","","","","","64.56","70.76","456.17","75.74","322.79","231","23786","305","35260","349.03","","700.3","250.72","",""
"2017-10-23","3700","","","","","","","","","","","","","","","","","","",""
"2017-10-24","3739","","","","","","","","","","","","","","","","","","",""
"2017-10-25","3703","","","","","","","","","","","","","","","","","","",""
"2017-10-26","3650","","","","","","","","","","","","","","","","","","",""
"2017-10-27","3577","","","","","64.56","69.11","456.17","74.43","315.28","227","23786","305","39475","324.48","","691.1","246.52","",""
"2017-10-30","3571","","","","","","","","","","","","","","","","","","",""
"2017-10-31","3628","","","","","","","","","","","","","","","1791.71","","","",""
"2017-11-01","3563","","","","","","","","","","","","","","","","","","",""
"2017-11-02","3692","","","","","","","","","","","","","","","","","","",""
"2017-11-03","3656","","","","","64.56","68.45","456.17","74.43","312.24","227","23786","305","42569","332.93","","670.41","243.05","",""
"2017-11-06","3769","","","","","","","","","","","","","","","","","","",""
"2017-11-07","3753","","","","","","","","","","","","","","","","","","",""
"2017-11-08","3744","","","","","","","","","","","","","","","","","","",""
"2017-11-09","3760","","","","","","","","","","","","","","","","","","",""
"2017-11-10","3796","","","","","64.56","67.06","456.17","71.8","305.89","219","23786","305","43450","356.94","","619.36","219.7","",""
"2017-11-13","3803","","","","","","","","","","","","","","","","","","",""
"2017-11-14","3804","","","","","","","","","","","","","","","","","","",""
"2017-11-15","3705","","","","","","","","","","","","","","","","","","",""
"2017-11-16","3680","","","","","","","","","","","","","","","","","","",""
"2017-11-17","3632","","","","","64.56","67.26","456.17","72.79","306.84","222","23786","305","41265","374.24","","551.96","190.26","",""
"2017-11-20","3696","","","","","","","","","","","","","","","","","","",""
"2017-11-21","3763","","","","","","","","","","","","","","","","","","",""
"2017-11-22","3817","","","","","","","","","","","","","","","","","","",""
"2017-11-23","3826","","","","","","","","","","","","","","","","","","",""
"2017-11-24","3814","","","","","64.56","66.27","456.17","71.8","302.29","219","23786","305","38590","337.84","","516.41","181.5","",""
"2017-11-27","3833","","","","","","","","","","","","","","","","","","",""
"2017-11-28","3872","","","","","","","","","","","","","","","","","","",""
"2017-11-29","3957","","","","","","","","","","","","","","","","","","",""
"2017-11-30","3990","","","","","","","","","","","","","","","1684.87","","","",""
"2017-12-01","3977","","","","","64.56","66","456.17","70.16","301.05","214","23786","305","37324","349.6","","467.86","156.87","",""
"2017-12-04","4056","","","","","","","","","","","","","","","","","","",""
"2017-12-05","4025","","","","","","","","","","","","","","","","","","",""
"2017-12-06","3916","","","","","","","","","","","","","","","","","","",""
"2017-12-07","3828","","","","","","","","","","","","","","","","","","",""
"2017-12-08","3895","","","","","64.56","67.12","456.17","69.84","306.18","213","23786","305","33158","321","","453.04","152.56","",""
"2017-12-11","3912","","","","","","","","","","","","","","","","","","",""
"2017-12-12","3884","","","","","","","","","","","","","","","","","","",""
"2017-12-13","3831","","","","","","","","","","","","","","","","","","",""
"2017-12-14","3786","","","","","","","","","","","","","","","","","","",""
"2017-12-15","3824","","","","","64.56","66.24","456.17","70.16","302.18","214","23786","305","28352","284.54","","470.68","172.81","",""
"2017-12-18","3874","","","","","","","","","","","","","","","","","","",""
"2017-12-19","3791","","","","","","","","","","","","","","","","","","",""
"2017-12-20","3804","","","","","","","","","","","","","","","","","","",""
"2017-12-21","3853","","","","","","","","","","","","","","","","","","",""
"2017-12-22","3942","","","","","64.56","66.14","456.17","69.51","301.73","212","23786","305","23909","272.66","","499.75","189.71","",""
"2017-12-25","3787","","","","","","","","","","","","","","","","","","",""
"2017-12-26","3822","","","","","","","","","","","","","","","","","","",""
"2017-12-27","3792","","","","","","","","","","","","","","","","","","",""
"2017-12-28","3758","","","","","","","","","","","","","","","","","","",""
"2017-12-29","3794","","","","","64.56","65.75","456.17","69.51","299.93","212","23786","305","18015","267.85","","531.83","213.46","",""
"2017-12-31","","","","","","","","","","","","","","","","1734.1","","","",""
"2018-01-02","3874","","","","","","","","","","","","","","","","","","",""
"2018-01-03","3809","","","","","","","","","","","","","","","","","","",""
"2018-01-04","3819","","","","","","","","","","","","","","","","","","",""
"2018-01-05","3798","","","","","64.56","67.54","456.17","72.46","308.08","221","23786","305","22450","268.51","","571.4","220.48","",""
"2018-01-08","3818","","","","","","","","","","","","","","","","","","",""
"2018-01-09","3819","","","","","","","","","","","","","","","","","","",""
"2018-01-10","3849","","","","","","","","","","","","","","","","","","",""
"2018-01-11","3838","","","","","","","","","","","","","","","","","","",""
"2018-01-12","3790","","","","","64.56","68","456.17","73.44","310.21","224","23786","305","25601","245.12","","636.49","247.56","",""
"2018-01-15","3802","","","","","","","","","","","","","","","","","","",""
"2018-01-16","3790","","","","","","","","","","","","","","","","","","",""
"2018-01-17","3827","","","","","","","","","","","","","","","","","","",""
"2018-01-18","3859","","","","","","","","","","","","","","","","","","",""
"2018-01-19","3926","","","","","64.56","67.55","456.17","73.11","308.15","223","23786","305","27380","303.55","","641.09","224.42","",""
"2018-01-22","3927","","","","","","","","","","","","","","","","","","",""
"2018-01-23","3912","","","","","","","","","","","","","","","","","","",""
"2018-01-24","3937","","","","","","","","","","","","","","","","","","",""
"2018-01-25","3966","","","","","","","","","","","","","","","","","","",""
"2018-01-26","3945","","","","","64.56","65.38","456.17","72.46","298.23","221","23786","305","18625","311.22","","628.1","179.85","",""
"2018-01-29","3945","","","","","","","","","","","","","","","","","","",""
"2018-01-30","3921","","","","","","","","","","","","","","","","","","",""
"2018-01-31","3915","","","","","","","","","","","","","","","","","","",""
"2018-02-01","3931","","","","","","","","","","","","","","","","","","",""
"2018-02-02","3961","","","","","64.56","65.11","456.17","72.13","297.03","220","23786","305","15063","205.76","","719.37","201.18","",""
"2018-02-05","3967","","","","","","","","","","","","","","","","","","",""
"2018-02-06","3943","","","","","","","","","","","","","","","","","","",""
"2018-02-07","3937","","","","","","","","","","","","","","","","","","",""
"2018-02-08","3930","","","","","","","","","","","","","","","","","","",""
"2018-02-09","3895","","","","","64.56","63.4","456.17","66.89","289.21","204","23786","305","4050","189.78","","818.8","197.64","",""
"2018-02-12","3918","","","","","","","","","","","","","","","","","","",""
"2018-02-13","3921","","","","","","","","","","","","","","","","","","",""
"2018-02-14","3934","","","","","","","","","","","","","","","","","","",""
"2018-02-16","","","","","","","","","","","","","","","","","818.8","","",""
"2018-02-22","3866","","","","","","","","","","","","","","","","","","",""
"2018-02-23","3949","","","","","64.56","60.38","456.17","60.66","275.43","185","23786","305","","","","1193.48","332.68","",""
"2018-02-26","4028","","","","","","","","","","","","","","","","","","",""
"2018-02-27","4035","","","","","","","","","","","","","","","","","","",""
"2018-02-28","4020","","","","","","","","","","","","","","","","","","",""
"2018-03-01","4032","","","","","","","","","","","","","","","","","","",""
"2018-03-02","4024","","","","","64.56","63.01","456.17","63.93","287.42","195","23786","305","12315","158.48","","1322.42","314.16","",""
"2018-03-05","3957","","","","","","","","","","","","","","","","","","",""
"2018-03-06","3969","","","","","","","","","","","","","","","","","","",""
"2018-03-07","3890","","","","","","","","","","","","","","","","","","",""
"2018-03-08","3794","","","","","","","","","","","","","","","","","","",""
"2018-03-09","3709","","","","","64.56","67.19","456.17","70.16","306.51","214","23786","305","20510","213.01","","1415.92","333.53","",""
"2018-03-12","3709","","","","","","","","","","","","","","","","","","",""
"2018-03-13","3695","","","","","","","","","","","","","","","","","","",""
"2018-03-14","3735","","","","","","","","","","","","","","","","","","",""
"2018-03-15","3752","","","","","","","","","","","","","","","","","","",""
"2018-03-16","3731","","","","","64.56","68.13","456.17","70.16","310.81","214","23786","305","27300","300.71","","1426.02","352.78","",""
"2018-03-19","3651","","","","","","","","","","","","","","","","","","",""
"2018-03-20","3649","","","","","","","","","","","","","","","","","","",""
"2018-03-21","3617","","","","","","","","","","","","","","","","","","",""
"2018-03-22","3619","","","","","","","","","","","","","","","","","","",""
"2018-03-23","3369","","","","","64.56","68.49","456.17","70.49","312.45","215","23786","305","23341","343.13","","1395.34","358.46","",""
"2018-03-26","3363","","","","","","","","","","","","","","","","","","",""
"2018-03-27","3433","","","","","","","","","","","","","","","","","","",""
"2018-03-28","3424","","","","","","","","","","","","","","","","","","",""
"2018-03-29","3479","","","","","","","","","","","","","","","","","","",""
"2018-03-30","3391","","","","","64.56","68.34","456.17","71.48","311.74","218","23786","305","37593","363.49","","1343.59","361.94","",""
"2018-03-31","","","","","","","","","","","","","","","","1689.19","","","",""
"2018-04-02","3344","","","","","","","","","","","","","","","","","","",""
"2018-04-03","3354","","","","","","","","","","","","","","","","","","",""
"2018-04-04","3318","","","","","","","","","","","","","","","","","","",""
"2018-04-06","","","","","","64.56","66.87","456.17","71.48","305.03","218","23786","305","26510","408.68","","1239.94","319.99","",""
"2018-04-09","3408","","","","","","","","","","","","","","","","","","",""
"2018-04-10","3419","","","","","","","","","","","","","","","","","","",""
"2018-04-11","3395","","","","","","","","","","","","","","","","","","",""
"2018-04-12","3402","","","","","","","","","","","","","","","","","","",""
"2018-04-13","3452","","","","","64.56","67.5","456.17","71.8","307.94","219","23786","305","41864","390.31","","1157.57","289.88","",""
"2018-04-16","3357","","","","","","","","","","","","","","","","","","",""
"2018-04-17","3384","","","","","","","","","","","","","","","","","","",""
"2018-04-18","3446","","","","","","","","","","","","","","","","","","",""
"2018-04-19","3516","","","","","","","","","","","","","","","","","","",""
"2018-04-20","3454","","","","","64.56","68.72","456.17","70.49","313.49","215","23786","305","44231","404.98","","1066.08","261.53","",""
"2018-04-23","3544","","","","","","","","","","","","","","","","","","",""
"2018-04-24","3562","","","","","","","","","","","","","","","","","","",""
"2018-04-25","3573","","","","","","","","","","","","","","","","","","",""
"2018-04-26","3558","","","","","","","","","","","","","","","","","","",""
"2018-04-27","3593","","","","","64.56","66.42","456.17","69.18","302.99","211","23786","305","45371","392.04","","977.03","225.12","",""
"2018-04-30","","","","","","","","","","","","","","","","1652.76","","","",""
"2018-05-02","3727","","","","","","","","","","","","","","","","","","",""
"2018-05-03","3673","","","","","","","","","","","","","","","","","","",""
"2018-05-04","3664","","","","","64.56","66.28","456.17","70.49","302.36","215","23786","305","22455","363.32","","916.07","208.37","",""
"2018-05-07","3657","","","","","","","","","","","","","","","","","","",""
"2018-05-08","3637","","","","","","","","","","","","","","","","","","",""
"2018-05-09","3571","","","","","","","","","","","","","","","","","","",""
"2018-05-10","3615","","","","","","","","","","","","","","","","","","",""
"2018-05-11","3675","","","","","64.56","66.72","456.17","71.48","304.34","218","23786","305","31200","358.42","","861.99","209.57","",""
"2018-05-14","3667","","","","","","","","","","","","","","","","","","",""
"2018-05-15","3681","","","","","","","","","","","","","","","","","","",""
"2018-05-16","3677","","","","","","","","","","","","","","","","","","",""
"2018-05-17","3679","","","","","","","","","","","","","","","","","","",""
"2018-05-18","3631","","","","","64.56","68.51","456.17","73.11","312.52","223","23786","305","20400","358.04","","816.47","209.28","",""
"2018-05-21","3589","","","","","","","","","","","","","","","","","","",""
"2018-05-22","3573","","","","","","","","","","","","","","","","","","",""
"2018-05-23","3531","","","","","","","","","","","","","","","","","","",""
"2018-05-24","3583","","","","","","","","","","","","","","","","","","",""
"2018-05-25","3565","","","","","64.56","67.76","456.17","73.77","309.1","225","23786","305","29780","345.68","","779.89","214.01","",""
"2018-05-28","3579","","","","","","","","","","","","","","","","","","",""
"2018-05-29","3635","","","","","","","","","","","","","","","","","","",""
"2018-05-30","3644","","","","","","","","","","","","","","","","","","",""
"2018-05-31","3696","","","","","","","","","","","","","","","1770.59","","","",""
"2018-06-01","3734","","","","","64.56","68.08","456.17","73.11","310.58","223","23786","305","40706","357.17","","733.3","204.19","",""
"2018-06-04","3719","","","","","","","","","","","","","","","","","","",""
"2018-06-05","3736","","","","","","","","","","","","","","","","","","",""
"2018-06-06","3776","","","","","","","","","","","","","","","","","","",""
"2018-06-07","3807","","","","","","","","","","","","","","","","","","",""
"2018-06-08","3806","","","","","64.56","67.84","456.17","73.77","309.47","225","23786","305","30429","338.8","","703.97","199.74","",""
"2018-06-11","3803","","","","","","","","","","","","","","","","","","",""
"2018-06-12","3856","","","","","","","","","","","","","","","","","","",""
"2018-06-13","3859","","","","","","","","","","","","","","","","","","",""
"2018-06-14","3897","","","","","","","","","","","","","","","","","","",""
"2018-06-15","3902","","","","","64.56","66.48","456.17","72.13","303.25","220","23786","305","30623","344.14","","663.08","185.36","",""
"2018-06-19","3769","","","","","","","","","","","","","","","","","","",""
"2018-06-20","3817","","","","","","","","","","","","","","","","","","",""
"2018-06-21","3773","","","","","","","","","","","","","","","","","","",""
"2018-06-22","3760","","","","","64.56","68.04","456.17","72.46","310.38","221","23786","305","20220","304.41","","669.05","190.83","",""
"2018-06-25","3723","","","","","","","","","","","","","","","","","","",""
"2018-06-26","3675","","","","","","","","","","","","","","","","","","",""
"2018-06-27","3672","","","","","","","","","","","","","","","","","","",""
"2018-06-28","3744","","","","","","","","","","","","","","","","","","",""
"2018-06-29","3807","","","","","64.56","68.17","456.17","73.44","310.98","224","23786","305","27233","296.7","","683.33","201.43","",""
"2018-06-30","","","","","","","","","","","","","","","","1742.67","","","",""
"2018-07-02","3751","","","","","","","","","","","","","","","","","","",""
"2018-07-03","3753","","","","","","","","","","","","","","","","","","",""
"2018-07-04","3783","","","","","","","","","","","","","","","","","","",""
"2018-07-05","3788","","","","","","","","","","","","","","","","","","",""
"2018-07-06","3780","","","","","64.56","67.94","456.17","72.79","309.94","222","23786","305","29154","328.24","","665.03","197.97","",""
"2018-07-09","3830","","","","","","","","","","","","","","","","","","",""
"2018-07-10","3862","","","","","","","","","","","","","","","","","","",""
"2018-07-11","3879","","","","","","","","","","","","","","","","","","",""
"2018-07-12","3976","","","","","","","","","","","","","","","","","","",""
"2018-07-13","3959","","","","","64.56","67.42","456.17","73.44","307.56","224","23786","305","32702","330.85","","641.74","184.49","",""
"2018-07-16","3958","","","","","","","","","","","","","","","","","","",""
"2018-07-17","3941","","","","","","","","","","","","","","","","","","",""
"2018-07-18","3940","","","","","","","","","","","","","","","","","","",""
"2018-07-19","3963","","","","","","","","","","","","","","","","","","",""
"2018-07-20","3985","","","","","64.56","67.83","456.17","74.43","309.4","227","23786","305","27491","314.4","","636.74","181.09","",""
"2018-07-23","4011","","","","","","","","","","","","","","","","","","",""
"2018-07-24","3983","","","","","","","","","","","","","","","","","","",""
"2018-07-25","4017","","","","","","","","","","","","","","","","","","",""
"2018-07-26","4017","","","","","","","","","","","","","","","","","","",""
"2018-07-27","4126","","","","","64.56","69.53","456.17","75.74","317.17","231","23786","305","32713","334.8","","619.11","171.56","",""
"2018-07-30","4130","","","","","","","","","","","","","","","","","","",""
